"","iso","year","liquids.sequestration","solids","liquids","gas","cement","gas.flaring","liquids.shipping"
"6165","qat",1974,0,0,140,681,17,2022,25
"6166","qat",1975,0,0,114,1157,22,1695,41
"6167","qat",1976,0,0,327,773,23,1708,57
"6168","qat",1977,0,0,434,842,23,1408,58
"6169","qat",1978,0,0,409,773,28,1661,63
"6170","qat",1979,0,0,383,2285,32,1215,62
"6171","qat",1980,0,0,438,2357,28,748,0
"6172","qat",1981,0,0,607,2605,35,260,0
"6173","qat",1982,0,0,670,2416,31,253,0
"6174","qat",1983,0,0,714,2262,51,46,0
"6175","qat",1984,0,0,687,2139,65,473,0
"6176","qat",1985,0,0,625,2350,43,365,0
"6177","qat",1986,0,0,643,2941,42,0,0
"6178","qat",1987,0,0,620,2476,41,0,0
"6179","qat",1988,0,0,614,2598,41,0,0
"6180","qat",1989,0,0,721,3145,41,0,0
"6181","qat",1990,0,0,746,2429,36,0,0
"6182","qat",1991,0,0,824,3924,72,0,0
"6183","qat",1992,0,0,1216,6019,74,0,0
"6184","qat",1993,0,0,1232,7072,74,0,0
"6185","qat",1994,0,0,1105,7072,64,0,0
"6186","qat",1995,0,0,1268,7072,65,0,0
"6187","qat",1996,0,0,1407,7177,94,0,0
"6188","qat",1997,0,0,2134,7668,94,0,0
"6189","qat",1998,0,0,3238,5464,134,0,0
"6190","qat",1999,0,0,2318,6109,139,0,0
"6191","qat",2000,0,0,2678,6629,165,0,0
"6192","qat",2001,0,0,1237,6716,169,157,277
"6193","qat",2002,0,0,606,6821,182,157,600
"6194","qat",2003,0,0,2201,7312,190,157,510
"6195","qat",2004,0,0,2797,8962,190,157,289
"6196","qat",2005,0,0,3214,8683,204,2047,388
"6197","qat",2006,0,0,3257,9849,213,2152,500
"6198","qat",2007,0,0,4488,11318,340,2205,634
"6199","qat",2008,0,0,4794,11344,476,1888,733
"6200","qat",2009,0,0,4329,12208,564,2082,850
"6201","reu",1971,0,0,90,0,0,0,0
"6202","reu",1972,0,0,95,0,0,0,0
"6203","reu",1973,0,0,105,0,0,0,0
"6204","reu",1974,0,0,116,0,0,0,0
"6205","reu",1975,0,0,132,0,0,0,0
"6206","reu",1976,0,0,172,0,0,0,0
"6207","reu",1977,0,0,177,0,0,0,1
"6208","reu",1978,0,0,196,0,0,0,2
"6209","reu",1979,5.86,0,250,0,0,0,3
"6210","reu",1980,6.7,0,222,0,0,0,2
"6211","reu",1981,6.7,0,214,0,0,0,8
"6212","reu",1982,7.54,0,236,0,0,0,11
"6213","reu",1983,7.54,0,246,0,0,0,9
"6214","reu",1984,7.54,0,272,0,0,0,10
"6215","reu",1985,7.54,0,271,0,0,0,9
"6216","reu",1986,6.7,0,294,0,0,0,9
"6217","reu",1987,7.54,0,320,0,0,0,9
"6218","reu",1988,11.72,0,367,0,0,0,9
"6219","reu",1989,10.88,0,379,0,0,0,9
"6220","reu",1990,11.72,0,396,0,0,0,9
"6221","reu",1991,12.56,0,469,0,0,0,9
"6222","reu",1992,13.4,0,471,0,0,0,3
"6223","reu",1993,20.93,0,479,0,0,0,5
"6224","reu",1994,21.77,0,488,0,44,0,11
"6225","reu",1995,18.42,0,542,0,43,0,13
"6226","reu",1996,15.91,0,569,0,41,0,9
"6227","reu",1997,16.75,0,599,0,41,0,9
"6228","reu",1998,19.26,0,633,0,52,0,12
"6229","reu",1999,17.58,0,594,0,52,0,77
"6230","reu",2000,20.93,0,623,0,52,0,76
"6231","reu",2001,22.61,0,684,0,52,0,27
"6232","reu",2002,28.47,0,683,0,52,0,26
"6233","reu",2003,28.47,0,692,0,52,0,27
"6234","reu",2004,30.14,0,732,0,52,0,28
"6235","reu",2005,30.14,0,727,0,52,0,28
"6236","reu",2006,30.14,0,729,0,54,0,29
"6237","reu",2007,30.98,0,734,0,54,0,31
"6238","reu",2008,32.65,0,743,0,54,0,32
"6239","reu",2009,32.65,0,749,0,51,0,32
"6240","rom",1971,0,9002,9802,14352,1159,0,0
"6241","rom",1972,0,9668,10305,14886,1253,0,0
"6242","rom",1973,0,10900,11585,15707,1339,0,0
"6243","rom",1974,0,11397,10764,17480,1522,0,0
"6244","rom",1975,0,12006,11584,19091,1567,0,0
"6245","rom",1976,0,11964,13085,20831,1780,0,0
"6246","rom",1977,0,12203,14335,20225,1887,0,0
"6247","rom",1978,0,13699,16279,20901,1998,0,0
"6248","rom",1979,0,14738,16419,20192,2121,0,0
"6249","rom",1980,0,14602,15924,20968,2123,0,0
"6250","rom",1981,0,16016,13980,22036,2005,0,0
"6251","rom",1982,0,15437,13782,22129,2039,0,0
"6252","rom",1983,0,18097,12679,22019,1900,0,0
"6253","rom",1984,0,18214,12735,18760,1906,0,0
"6254","rom",1985,0,19324,13306,18704,1664,0,0
"6255","rom",1986,0,19402,14602,19189,1933,0,0
"6256","rom",1987,0,20555,16761,18599,1944,0,0
"6257","rom",1988,0,22353,15339,18367,1965,0,0
"6258","rom",1989,0,22809,15614,18170,1804,0,0
"6259","rom",1990,0,13061,12820,16153,1288,0,0
"6260","rom",1991,204.29,10468,12635,13493,910,0,0
"6261","rom",1992,615.38,11286,9561,11914,853,0,0
"6262","rom",1993,390.16,10007,10605,11454,849,0,209
"6263","rom",1994,380.11,10384,9749,10432,908,0,137
"6264","rom",1995,415.28,10718,10995,12017,931,0,153
"6265","rom",1996,507.37,10533,10941,12128,946,0,9
"6266","rom",1997,422.81,9696,10566,9955,993,0,103
"6267","rom",1998,408.58,7861,9666,9359,993,0,87
"6268","rom",1999,852.32,7298,7721,8576,850,0,109
"6269","rom",2000,1127.78,7953,7217,8544,824,0,105
"6270","rom",2001,1109.36,8629,8459,8232,771,0,94
"6271","rom",2002,1318.67,8939,6913,8512,772,0,80
"6272","rom",2003,1178.85,9334,6814,9200,815,0,97
"6273","rom",2004,1440.91,9461,7002,8705,849,0,114
"6274","rom",2005,1274.29,9280,6953,8708,956,0,92
"6275","rom",2006,1306.11,10072,7605,9017,1122,0,114
"6276","rom",2007,1419.98,10355,7366,8108,1360,0,121
"6277","rom",2008,1556.45,9805,6765,7777,1496,0,162
"6278","rom",2009,1017.26,7967,6027,6620,1061,0,121
"6279","rus",1971,0,181609.171892534,147738.30817803,67263.6811463074,8102.98619957537,5211.41784037559,1840.00995891946
"6280","rus",1972,0,187188.748410256,160459.157697234,70752.4196109391,8423.66135881104,4984.03286384976,1903.07481638242
"6281","rus",1973,0,189201.679022594,172467.745818976,74806.3203143711,8843.50828025478,5928.69014084507,2220.62492219594
"6282","rus",1974,0,189703.945778072,184854.268559779,79316.2346251763,9299.5796178344,6509.00469483568,2220.62492219594
"6283","rus",1975,0,195506.506657567,195476.253748038,86578.301544357,9857.79193205945,7232.42253521127,2422.43246607743
"6284","rus",1976,0,200872.481818838,200314.196070649,95251.934813527,10034.1632696391,8035.7323943662,0
"6285","rus",1977,0,204219.455011386,207522.129733533,102193.921696989,10261.6050955414,8680.13615023474,0
"6286","rus",1978,0,203131.57833551,222640.778491403,107232.168953782,10253.2912951168,9331.56338028169,0
"6287","rus",1979,0,203530.080090955,223810.606216962,114184.869813335,9935.58535031847,5063.92488262911,0
"6288","rus",1980,0,214499.365253998,229151.618701402,119197.001753406,10099.4859872611,5080.60563380282,0
"6289","rus",1981,0,194733.236630727,231953.896462141,127989.828006588,10270.5127388535,5056.0234741784,0
"6290","rus",1982,0,197506.742615646,233126.252178463,135541.841903731,9989.03121019108,5034.95305164319,0
"6291","rus",1983,0,196294.127163135,233259.603691209,145657.844204152,10350.0876857749,4959.45070422535,0
"6292","rus",1984,0,195347.54750858,228191.614209169,157862.402218812,10510.4252653928,4894.48356807512,0
"6293","rus",1985,0,222595.243022516,230401.078135994,173344.097670307,10557.3388535032,5220.19718309859,0
"6294","rus",1986,0,228908.349779831,230641.869256166,167448.062702728,10912.4569002123,4567.89201877934,0
"6295","rus",1987,0,229539.770843861,233928.889245702,192994.199444706,11097.1420382166,4189.50234741784,0
"6296","rus",1988,0,232248.147733015,233645.75428025,206184.443259738,11266.3872611465,9213.92018779343,0
"6297","rus",1989,0,220772.732224067,231064.67571127,207112.54143862,11341.8053078556,8984.779342723,0
"6298","rus",1990,0,186020.288276908,224077.309242454,213165.937930035,11064.4806794055,5943.61502347418,0
"6299","rus",1991,0,165982.052499295,223437.727579426,214325.725841886,10256.8543524416,5529.23004694836,0
"6300","rus",1992,19514.62,168213,175155,226466,8391,3740,5960
"6301","rus",1993,17201.3,152110,152398,221003,6786,3274,5062
"6302","rus",1994,12845.09,142832,115392,203726,5059,2736,4215
"6303","rus",1995,14961.66,137550,110534,197326,4964,3000,3929
"6304","rus",1996,14197.25,139174,100214,198815,3781,3042,3684
"6305","rus",1997,13060.26,125362,98897,194597,3631,2722,3652
"6306","rus",1998,9974.16,117397,97843,194221,3536,3352,3429
"6307","rus",1999,14240.79,126011,89626,196469,3862,3676,3545
"6308","rus",2000,13730.9,126681,90944,199245,4406,3626,3727
"6309","rus",2001,15590.43,121945,91223,203180,4801,3724,3833
"6310","rus",2002,14513.73,122371,88301,203398,5127,5581,3977
"6311","rus",2003,15680.86,122860,89816,213981,5576,5447,4041
"6312","rus",2004,15700.95,119698,89151,216517,6215,5551,3968
"6313","rus",2005,16251.02,118416,90443,218396,6596,6750,4290
"6314","rus",2006,16021.62,122644,94450,224041,7439,6732,4532
"6315","rus",2007,16508.9,117106,92560,228636,8146,8304,4573
"6316","rus",2008,16853.01,123963,100925,228768,7290,6920,4871
"6317","rus",2009,15643.18,100607,97870,218849,6025,5990,4877
"6318","rwa",1971,0,0,17,0,0,0,1
"6319","rwa",1972,0,0,18,0,0,0,2
"6320","rwa",1973,0,0,18,0,0,0,2
"6321","rwa",1974,0,0,19,0,0,0,2
"6322","rwa",1975,0,0,48,0,0,0,3
"6323","rwa",1976,0,0,73,0,0,0,3
"6324","rwa",1977,0,0,73,0,0,0,3
"6325","rwa",1978,0,0,79,0,0,0,3
"6326","rwa",1979,0,0,80,1,0,0,3
"6327","rwa",1980,0,0,135,1,0,0,3
"6328","rwa",1981,1.67,0,163,1,0,0,9
"6329","rwa",1982,1.67,0,166,1,0,0,7
"6330","rwa",1983,1.67,0,189,1,0,0,7
"6331","rwa",1984,1.67,0,172,0,0,0,7
"6332","rwa",1985,1.67,0,167,0,0,0,7
"6333","rwa",1986,1.67,0,162,0,0,0,8
"6334","rwa",1987,1.67,0,158,0,9,0,8
"6335","rwa",1988,1.67,0,182,0,8,0,8
"6336","rwa",1989,1.67,0,178,0,9,0,8
"6337","rwa",1990,1.67,0,177,0,8,0,8
"6338","rwa",1991,1.67,0,163,0,8,0,8
"6339","rwa",1992,0.84,0,165,0,8,1,7
"6340","rwa",1993,1.67,0,167,0,8,1,7
"6341","rwa",1994,2.51,0,167,0,1,1,7
"6342","rwa",1995,2.51,0,166,0,1,1,8
"6343","rwa",1996,2.51,0,166,0,6,1,8
"6344","rwa",1997,2.51,0,169,0,8,1,8
"6345","rwa",1998,5.86,0,167,0,8,0,8
"6346","rwa",1999,7.54,0,173,1,9,0,8
"6347","rwa",2000,7.54,0,177,1,10,0,9
"6348","rwa",2001,7.54,0,176,0,12,0,9
"6349","rwa",2002,7.54,0,174,0,14,0,10
"6350","rwa",2003,7.54,0,172,0,14,0,10
"6351","rwa",2004,7.54,0,173,0,14,0,10
"6352","rwa",2005,7.54,0,173,0,14,0,10
"6353","rwa",2006,7.54,0,173,0,14,0,10
"6354","rwa",2007,7.54,0,181,0,14,0,10
"6355","rwa",2008,7.54,0,177,0,14,0,10
"6356","rwa",2009,7.54,0,183,0,14,0,12
"6357","sau",1971,154.89,0,5768,1,96,10445,11267
"6358","sau",1972,133.12,0,4699,148,131,14206,11917
"6359","sau",1973,216.85,0,5609,258,131,19946,12042
"6360","sau",1974,269.59,0,5993,283,144,20520,12321
"6361","sau",1975,341.6,0,6972,288,153,15313,6588
"6362","sau",1976,703.29,0,7597,304,150,19641,7776
"6363","sau",1977,924.32,0,12103,317,172,19635,9768
"6364","sau",1978,983.77,0,13744,317,245,17091,9334
"6365","sau",1979,1286.85,0,19259,336,299,17776,6566
"6366","sau",1980,1448.44,0,19670,5989,396,20142,5751
"6367","sau",1981,1465.19,0,22143,11640,644,13430,3668
"6368","sau",1982,1929.02,0,26229,4689,973,11220,3411
"6369","sau",1983,2271.46,0,31952,2295,1105,8568,4076
"6370","sau",1984,2201.97,0,29751,9526,972,2215,3134
"6371","sau",1985,2218.71,0,33669,10668,1118,1627,3529
"6372","sau",1986,2352.67,0,40150,13192,1269,1260,7136
"6373","sau",1987,0,0,35757,14030,1169,1050,12558
"6374","sau",1988,0,0,36783,15233,1489,1732,14055
"6375","sau",1989,0,0,36409,15442,1556,2152,9691
"6376","sau",1990,623.75,0,32891,24786,1632,126,10907
"6377","sau",1991,1413.28,0,40809,30430,1546,236,3624
"6378","sau",1992,1747.34,0,44652,30982,2084,147,3785
"6379","sau",1993,1898.88,0,50624,32675,2081,199,3715
"6380","sau",1994,1841.11,0,47914,33985,2040,331,3329
"6381","sau",1995,1402.39,0,41441,20714,2145,126,3194
"6382","sau",1996,1891.35,0,46218,21621,2235,488,2970
"6383","sau",1997,3201.64,0,33844,22511,2094,520,3140
"6384","sau",1998,3515.61,0,31363,22899,2147,226,3168
"6385","sau",1999,3242.67,0,36884,22490,2219,163,3279
"6386","sau",2000,3467.89,0,54140,24067,2463,304,3412
"6387","sau",2001,4964.06,0,55951,22176,2803,121,3352
"6388","sau",2002,6384.87,0,59897,25911,3167,37,3421
"6389","sau",2003,6912.34,0,59181,26720,3284,63,3408
"6390","sau",2004,4038.89,0,71833,32545,3452,116,3499
"6391","sau",2005,4372.96,0,70057,34731,3545,105,3442
"6392","sau",2006,4547.1,0,77447,36845,3680,37,3771
"6393","sau",2007,4392.21,0,67133,35950,4130,105,3956
"6394","sau",2008,5242.02,0,71592,38135,4328,0,4130
"6395","sau",2009,5025.17,0,74252,38327,5440,0,3876
"6396","scg",1971,11.0566316048169,8746.91652754591,1373.92378370236,283.746006389776,260.751396648045,0,0
"6397","scg",1972,9.61571024821824,8152.84474123539,1230.84184365115,350.483067092652,302.533519553073,0,0
"6398","scg",1973,238.400725485377,8154.86310517529,2000.40774212984,376.360702875399,335.417597765363,0,0
"6399","scg",1974,309.534018432047,8334.49749582638,1942.03705377316,409.956230031949,349.731843575419,0,0
"6400","scg",1975,323.954713443106,8965.57262103506,1945.1979213737,414.042172523962,371.783519553073,0,0
"6401","scg",1976,376.82102727943,8933.95158597663,2093.75869859919,437.195846645367,400.798882681564,0,0
"6402","scg",1977,538.319033669206,8362.08180300501,2096.07666817292,478.963258785942,421.303072625698,0,0
"6403","scg",1978,0,8629.17863105175,2573.99984937491,534.350479233227,457.668994413408,0,0
"6404","scg",1979,0,9043.61602671118,2891.77240548275,637.407028753994,477.786312849162,0,0
"6405","scg",1980,0,8746.24373956594,2785.98870311794,806.292651757188,490.166201117318,0,0
"6406","scg",1981,543.606239125092,12071.1619365609,2225.25079078174,916.15910543131,514.539106145251,0,0
"6407","scg",1982,434.980287294175,10288.9465776294,2209.02500376563,980.626198083067,511.444134078212,0,0
"6408","scg",1983,553.698429343819,11719.9666110184,2219.56122910077,1024.66357827476,504.480446927374,0,0
"6409","scg",1984,605.12956254608,12852.9415692821,2152.55083596927,1203.53706070288,490.166201117318,0,0
"6410","scg",1985,592.632009584665,13248.5409015025,2163.08706130441,1232.59265175719,475.078212290503,0,0
"6411","scg",1986,539.759955025805,13488.7262103506,2377.60460912788,1286.16389776358,480.107541899441,0,0
"6412","scg",1987,623.873021626935,13121.3839732888,2372.54722096701,1450.05559105431,471.596368715084,0,0
"6413","scg",1988,631.56558982551,13270.0701168614,2581.58593161621,1465.49137380192,465.019553072626,0,0
"6414","scg",1989,621.949879577292,13438.9398998331,2478.12019882512,1553.5661341853,450.31843575419,0,0
"6415","scg",1990,621.949879577292,13099.8547579299,2653.65371290857,1429.62587859425,418.208100558659,0,0
"6416","scg",1991,0,7344.15358931553,2340.72782045489,1194.4571884984,394.608938547486,0,0
"6417","scg",1992,233.59,9269,1399,1421,277,0,51
"6418","scg",1993,178.33,8640,1051,930,148,0,34
"6419","scg",1994,178.33,8846,994,417,219,0,32
"6420","scg",1995,187.54,9229,1047,559,231,0,36
"6421","scg",1996,267.08,9146,2098,1403,300,0,47
"6422","scg",1997,244.48,9331,2919,1393,273,0,81
"6423","scg",1998,84.56,10525,2562,1251,306,0,56
"6424","scg",1999,57.77,7770,1213,905,214,0,27
"6425","scg",2000,56.1,8836,1139,958,288,0,25
"6426","scg",2001,87.07,8552,2095,1081,329,0,40
"6427","scg",2002,106.33,9032,2445,1087,326,0,49
"6428","scg",2003,116.38,9619,2745,1137,282,0,53
"6429","scg",2004,107.17,10038,3212,1444,366,0,39
"6430","scg",2005,113.03,9559,3572,1209,371,0,41
"6431","scg",2006,0.84,1008,141,0,0,0,0
"6432","scg",2006,121.4,9337,3670,1244,410,0,44
"6433","scg",2007,0.84,873,140,0,0,0,0
"6434","scg",2007,217.69,9273,3273,1224,428,0,40
"6435","scg",2008,0.84,1191,158,0,0,0,0
"6436","scg",2008,643.85,9626,2845,1250,467,0,0
"6437","scg",2009,0.84,670,162,0,0,0,0
"6438","scg",2009,413.6,8552,2805,871,385,0,0
"6439","sdn",1971,0,1,1332,0,26,0,22
"6440","sdn",1972,0,0,1445,0,22,0,22
"6441","sdn",1973,0,1,1451,0,28,0,24
"6442","sdn",1974,0,0,1509,0,41,0,25
"6443","sdn",1975,0,0,1127,0,29,0,17
"6444","sdn",1976,0.84,0,1006,0,18,0,18
"6445","sdn",1977,0.84,0,1018,0,20,0,21
"6446","sdn",1978,0.84,0,912,0,26,0,23
"6447","sdn",1979,0.84,0,949,0,25,0,29
"6448","sdn",1980,0.84,0,997,0,25,0,42
"6449","sdn",1981,6.7,0,973,0,20,0,29
"6450","sdn",1982,8.37,0,1019,0,25,0,28
"6451","sdn",1983,7.54,0,1039,0,27,0,29
"6452","sdn",1984,7.54,0,932,0,24,0,23
"6453","sdn",1985,15.91,0,1085,0,26,0,26
"6454","sdn",1986,11.72,0,1139,0,20,0,29
"6455","sdn",1987,12.56,0,897,0,17,0,29
"6456","sdn",1988,12.56,0,1303,0,19,0,28
"6457","sdn",1989,12.56,0,1005,0,20,0,28
"6458","sdn",1990,25.12,0,1493,0,23,0,32
"6459","sdn",1991,25.95,0,1446,0,23,0,33
"6460","sdn",1992,27.63,0,1263,0,34,0,33
"6461","sdn",1993,28.47,0,759,0,34,0,34
"6462","sdn",1994,29.3,0,1190,0,22,0,34
"6463","sdn",1995,30.14,0,1202,0,53,0,35
"6464","sdn",1996,30.14,0,1112,0,52,0,90
"6465","sdn",1997,87.07,0,1440,0,38,0,35
"6466","sdn",1998,88.75,0,1254,0,27,0,34
"6467","sdn",1999,102.14,0,1358,0,31,0,85
"6468","sdn",2000,118.89,0,1489,0,20,0,98
"6469","sdn",2001,97.96,0,1711,0,26,0,109
"6470","sdn",2002,103.82,0,2186,0,28,0,115
"6471","sdn",2003,105.49,0,2437,0,37,0,252
"6472","sdn",2004,126.42,0,3084,0,42,0,327
"6473","sdn",2005,139.82,0,2927,0,45,0,243
"6474","sdn",2006,154.89,0,3289,0,27,0,264
"6475","sdn",2007,181.68,0,3542,0,44,0,280
"6476","sdn",2008,230.24,0,3229,0,50,0,285
"6477","sdn",2009,195.92,0,3774,0,136,0,316
"6478","sen",1971,5.02,0,336,0,33,0,900
"6479","sen",1972,8.37,0,351,0,46,0,861
"6480","sen",1973,8.37,0,383,0,40,0,934
"6481","sen",1974,5.86,0,460,0,45,0,756
"6482","sen",1975,4.19,0,655,0,49,0,665
"6483","sen",1976,7.54,0,432,0,52,0,459
"6484","sen",1977,7.54,0,567,0,45,0,395
"6485","sen",1978,7.54,0,668,0,49,0,356
"6486","sen",1979,7.54,0,739,0,52,0,332
"6487","sen",1980,5.86,0,861,0,53,0,168
"6488","sen",1981,5.02,0,848,0,51,0,162
"6489","sen",1982,5.86,0,784,0,49,0,154
"6490","sen",1983,4.19,0,664,0,54,0,152
"6491","sen",1984,4.19,0,850,0,52,0,160
"6492","sen",1985,4.19,0,675,0,55,0,168
"6493","sen",1986,4.19,0,676,0,49,0,159
"6494","sen",1987,3.35,0,618,0,51,0,146
"6495","sen",1988,3.35,0,691,4,53,0,137
"6496","sen",1989,3.35,0,952,4,52,0,136
"6497","sen",1990,3.35,0,801,3,64,0,139
"6498","sen",1991,3.35,0,864,2,68,0,121
"6499","sen",1992,3.35,0,866,1,82,0,133
"6500","sen",1993,3.35,0,893,7,80,0,129
"6501","sen",1994,3.35,0,960,10,93,0,150
"6502","sen",1995,10.88,0,834,25,94,0,190
"6503","sen",1996,10.88,0,887,23,110,0,192
"6504","sen",1997,16.75,0,761,12,116,0,227
"6505","sen",1998,15.07,0,789,11,136,0,251
"6506","sen",1999,15.07,0,870,3,136,0,254
"6507","sen",2000,15.07,0,892,0,182,0,239
"6508","sen",2001,15.07,0,971,0,209,0,210
"6509","sen",2002,15.07,83,930,2,225,0,199
"6510","sen",2003,10.88,87,1044,6,230,0,185
"6511","sen",2004,10.88,114,994,7,325,0,193
"6512","sen",2005,10.88,114,1120,7,357,0,194
"6513","sen",2006,19.26,138,770,6,392,0,198
"6514","sen",2007,30.14,218,802,6,429,0,268
"6515","sen",2008,22.61,184,840,6,419,0,273
"6516","sen",2009,50.24,229,602,9,408,0,215
"6517","sgp",1971,129.77,4,4437,0,83,0,2806
"6518","sgp",1972,380.11,3,5925,0,137,0,4418
"6519","sgp",1973,447.93,4,5643,0,140,0,4135
"6520","sgp",1974,650.54,5,5843,0,143,0,3709
"6521","sgp",1975,508.21,1,6512,0,180,0,3199
"6522","sgp",1976,607.84,3,8004,0,184,0,3838
"6523","sgp",1977,618.73,4,7532,0,184,0,3783
"6524","sgp",1978,696.59,4,8856,0,184,0,3847
"6525","sgp",1979,593.61,1,9665,0,184,0,3950
"6526","sgp",1980,609.52,3,8303,0,266,0,3975
"6527","sgp",1981,579.38,5,7011,0,306,0,4331
"6528","sgp",1982,518.26,2,7745,0,367,0,5345
"6529","sgp",1983,554.26,3,9112,0,429,0,4925
"6530","sgp",1984,465.51,6,8720,0,384,0,4929
"6531","sgp",1985,697.43,12,8830,0,271,0,5100
"6532","sgp",1986,508.21,7,9300,0,245,0,5115
"6533","sgp",1987,522.44,11,8671,0,208,0,7740
"6534","sgp",1988,505.7,13,9616,0,217,0,5344
"6535","sgp",1989,622.91,12,11179,0,232,0,8828
"6536","sgp",1990,825.53,21,12528,0,252,0,10914
"6537","sgp",1991,854.83,12,12649,0,272,0,10163
"6538","sgp",1992,807.95,18,13182,250,258,0,12330
"6539","sgp",1993,482.26,20,13728,744,405,0,11550
"6540","sgp",1994,460.49,24,16494,887,422,0,11978
"6541","sgp",1995,426.16,11,11478,923,435,0,14402
"6542","sgp",1996,469.7,0,13810,823,449,0,15302
"6543","sgp",1997,393.51,0,17621,812,449,0,15630
"6544","sgp",1998,355.83,0,14417,889,318,0,17541
"6545","sgp",1999,2501.7,0,12757,724,226,0,18854
"6546","sgp",2000,2135.82,0,12092,739,156,0,19591
"6547","sgp",2001,2461.52,0,10464,1116,82,0,22412
"6548","sgp",2002,3450.31,0,9632,1811,27,0,22071
"6549","sgp",2003,3467.05,9,6620,2801,20,0,21359
"6550","sgp",2004,4618.27,11,7804,3302,0,0,24011
"6551","sgp",2005,5536.73,3,10002,3479,0,0,20529
"6552","sgp",2006,5573.57,4,9036,3752,0,0,24138
"6553","sgp",2007,5622.97,7,5592,4018,0,0,26857
"6554","sgp",2008,5722.6,5,4434,4113,0,0,31367
"6555","sgp",2009,5843.17,4,4536,4157,0,0,34152
"6556","shn",1981,0,0,2,0,0,0,1
"6557","shn",1982,0,0,1,0,0,0,1
"6558","shn",1983,0,0,1,0,0,0,1
"6559","shn",1984,0,0,1,0,0,0,1
"6560","shn",1985,0,0,1,0,0,0,1
"6561","shn",1986,0,0,1,0,0,0,1
"6562","shn",1987,0,0,1,0,0,0,0
"6563","shn",1988,0,0,2,0,0,0,0
"6564","shn",1989,0,0,2,0,0,0,0
"6565","shn",1990,0,0,2,0,0,0,0
"6566","shn",1991,0,0,2,0,0,0,0
"6567","shn",1992,0,0,2,0,0,0,0
"6568","shn",1993,0,0,3,0,0,0,0
"6569","shn",1994,0,0,3,0,0,0,0
"6570","shn",1995,0,0,3,0,0,0,0
"6571","shn",1996,0,0,3,0,0,0,0
"6572","shn",1997,0,0,3,0,0,0,0
"6573","shn",1998,0,0,3,0,0,0,0
"6574","shn",1999,0,0,3,0,0,0,0
"6575","shn",2000,0,0,3,0,0,0,0
"6576","shn",2001,0,0,3,0,0,0,0
"6577","shn",2002,0,0,3,0,0,0,0
"6578","shn",2003,0,0,3,0,0,0,0
"6579","shn",2004,0,0,3,0,0,0,0
"6580","shn",2005,0,0,3,0,0,0,0
"6581","shn",2006,0,0,3,0,0,0,0
"6582","shn",2007,0,0,3,0,0,0,0
"6583","shn",2008,0,0,3,0,0,0,0
"6584","shn",2009,0,0,3,0,0,0,0
"6585","slb",1971,0.84,0,13,0,0,0,1
"6586","slb",1972,0.84,0,15,0,0,0,1
"6587","slb",1973,0.84,0,18,0,0,0,2
"6588","slb",1974,0.84,0,18,0,0,0,2
"6589","slb",1975,0.84,0,16,0,0,0,1
"6590","slb",1976,0.84,0,17,0,0,0,2
"6591","slb",1977,0.84,0,22,0,0,0,1
"6592","slb",1978,0.84,0,17,0,0,0,3
"6593","slb",1979,0.84,0,30,0,0,0,3
"6594","slb",1980,0.84,0,28,0,0,0,3
"6595","slb",1981,0.84,0,37,0,0,0,3
"6596","slb",1982,0.84,0,33,0,0,0,3
"6597","slb",1983,0.84,0,39,0,0,0,3
"6598","slb",1984,0.84,0,39,0,0,0,2
"6599","slb",1985,0.84,0,41,0,0,0,0
"6600","slb",1986,0.84,0,42,0,0,0,1
"6601","slb",1987,0.84,0,44,0,0,0,2
"6602","slb",1988,0.84,0,43,0,0,0,2
"6603","slb",1989,0,0,44,0,0,0,2
"6604","slb",1990,0.84,0,44,0,0,0,2
"6605","slb",1991,0.84,0,44,0,0,0,2
"6606","slb",1992,0.84,0,44,0,0,0,2
"6607","slb",1993,0.84,0,43,0,0,0,2
"6608","slb",1994,0.84,0,42,0,0,0,2
"6609","slb",1995,0,0,44,0,0,0,2
"6610","slb",1996,0.84,0,44,0,0,0,2
"6611","slb",1997,0,0,44,0,0,0,2
"6612","slb",1998,0,0,44,0,0,0,2
"6613","slb",1999,0,0,45,0,0,0,3
"6614","slb",2000,0,0,45,0,0,0,3
"6615","slb",2001,0,0,47,0,0,0,3
"6616","slb",2002,0,0,47,0,0,0,3
"6617","slb",2003,0,0,49,0,0,0,3
"6618","slb",2004,0,0,49,0,0,0,3
"6619","slb",2005,0,0,49,0,0,0,3
"6620","slb",2006,0,0,49,0,0,0,3
"6621","slb",2007,0,0,54,0,0,0,4
"6622","slb",2008,0,0,54,0,0,0,4
"6623","slb",2009,0,0,54,0,0,0,4
"6624","sle",1971,0,0,219,0,0,0,83
"6625","sle",1972,0,0,185,0,0,0,82
"6626","sle",1973,0,0,147,0,0,0,42
"6627","sle",1974,0,0,142,0,0,0,41
"6628","sle",1975,0,0,143,0,0,0,48
"6629","sle",1976,13.4,0,123,0,0,0,49
"6630","sle",1977,16.75,0,140,0,0,0,39
"6631","sle",1978,12.56,0,194,0,0,0,72
"6632","sle",1979,13.4,0,185,0,0,0,68
"6633","sle",1980,12.56,0,166,0,0,0,83
"6634","sle",1981,12.56,0,189,0,0,0,80
"6635","sle",1982,12.56,0,151,0,0,0,77
"6636","sle",1983,12.56,0,188,0,0,0,76
"6637","sle",1984,12.56,0,168,0,0,0,81
"6638","sle",1985,13.4,0,181,0,0,0,75
