# L102.gdp_mil90usd_GCAM3_R_Y divided by population from L101.Pop_thous_GCAM3_R_Y
GCAM_region_ID,year,value
1,1971,15.913259542131907
1,1972,16.568419173159974
1,1973,17.313267858947963
1,1974,17.03862767066041
1,1975,16.82131263409858
1,1976,17.536005496316445
1,1977,18.15095512854677
1,1978,18.95968171812489
1,1979,19.36128348652178
1,1980,19.125027307315964
1,1981,19.418741008277387
1,1982,18.855545189625246
1,1983,19.522051694485214
1,1984,20.729936663271022
1,1985,21.39506819627892
1,1986,21.933340353327267
1,1987,22.47773998797909
1,1988,23.202170007619866
1,1989,23.830187077902526
1,1990,24.05259394180314
1,1991,23.725465506488252
1,1992,24.25464287686997
1,1993,24.60733913173851
1,1994,25.280132481889307
1,1995,25.649161733105736
1,1996,26.294439988048154
1,1997,27.143036398719993
1,1998,28.01448286528377
1,1999,28.98244679172211
1,2000,29.815014828176672
1,2001,29.770348526470965
1,2002,29.954910069351087
1,2003,30.442653335164678
1,2004,31.25410402608352
1,2005,31.931188714403508
1,2006,32.29983336331489
1,2007,32.39968871261277
1,2008,31.848315781629978
1,2009,30.537389443286816
1,2010,30.877042280640232
1,2011,31.08627523733507
1,2012,31.490870584697927
1,2013,31.73311142201575
1,2014,32.2568774318509
1,2015,32.88514679510515
1,2016,33.32801673996483
1,2017,33.76395813869804
1,2018,34.19313232798431
1,2019,34.61569567371657
1,2020,35.03179976098526
1,2021,35.459141816873085
1,2022,35.8790467517248
1,2023,36.29170704097884
1,2024,36.69730857493021
1,2025,37.09603093796957
1,2026,37.53316518569677
1,2027,37.96374475240524
1,2028,38.38791597582063
1,2029,38.80582086955159
1,2030,39.217597281640174
1,2031,39.661838846235966
1,2032,40.0994736694306
1,2033,40.53064805422722
1,2034,40.9555040153739
1,2035,41.374179435339926
1,2036,41.93000762605979
1,2037,42.47800776855772
1,2038,43.01834409093186
1,2039,43.55117625907359
1,2040,44.0766595340002
1,2041,44.616789269782906
1,2042,45.14934000247394
1,2043,45.6744701552199
1,2044,46.19233376622287
1,2045,46.703080639412015
1,2046,47.37677981094218
1,2047,48.040862819975395
1,2048,48.69553411117652
1,2049,49.340992374405694
1,2050,49.97743074579044
1,2051,50.58068917894465
1,2052,51.176576502670585
1,2053,51.76522700607554
1,2054,52.34677173590115
1,2055,52.92133859379361
1,2056,53.650836657871835
1,2057,54.37151238371877
1,2058,55.08352485864678
1,2059,55.7870293678744
1,2060,56.48217750743644
1,2061,57.22607834419859
1,2062,57.96229276668604
1,2063,58.69093929641253
1,2064,59.41213403062233
1,2065,60.12599070395832
1,2066,60.995937084766105
1,2067,61.856386783620074
1,2068,62.70749446164849
1,2069,63.54941143974284
1,2070,64.38228578824821
1,2071,65.30431179317453
1,2072,66.21789963241795
1,2073,67.12316461336029
1,2074,68.02021995200235
1,2075,68.90917682016538
1,2076,69.89822951636157
1,2077,70.87864497100713
1,2078,71.850535832532
1,2079,72.81401279892559
1,2080,73.76918465976793
1,2081,74.78010669140824
1,2082,75.78339164819492
1,2083,76.7791257473504
1,2084,77.76739391319538
1,2085,78.74827980129355
1,2086,79.95060669994443
1,2087,81.14332909008698
1,2088,82.3265616032567
1,2089,83.50041705407827
1,2090,84.66500647612213
1,2091,85.95487644195595
1,2092,87.2335159203554
1,2093,88.50107095399285
1,2094,89.75768506437502
1,2095,91.00349930601524
1,2096,92.38229270365173
1,2097,93.75037702016999
1,2098,95.10787655778888
1,2099,96.45491370269485
1,2100,97.79160896182321
2,1971,0.29968595734106035
2,1972,0.2975550213093469
2,1973,0.2965303133717985
2,1974,0.3043702036833489
2,1975,0.3134385547422432
2,1976,0.32513366210146905
2,1977,0.33016326293141635
2,1978,0.3180020106604942
2,1979,0.3131309252828523
2,1980,0.3193617436652306
2,1981,0.31950340959916923
2,1982,0.31920580826905115
2,1983,0.3188495423207761
2,1984,0.30550977834280946
2,1985,0.29204981910765915
2,1986,0.30010913576073955
2,1987,0.3162662337962203
2,1988,0.3172177939891686
2,1989,0.3237678352213546
2,1990,0.3188054099589103
2,1991,0.3147664545236968
2,1992,0.31105240124196964
2,1993,0.31333386757870063
2,1994,0.30675833622063975
2,1995,0.31472543586931945
2,1996,0.3237230273876769
2,1997,0.3308374434864938
2,1998,0.33152385568149106
2,1999,0.3332199992336455
2,2000,0.33759100124428976
2,2001,0.3467452526772966
2,2002,0.34788770116182577
2,2003,0.3545570298384862
2,2004,0.36573595230302436
2,2005,0.3811775418906994
2,2006,0.40334505054450254
2,2007,0.4285450574017206
2,2008,0.4435284541850581
2,2009,0.45039668845396025
2,2010,0.46625300630103655
2,2011,0.47475727755868125
2,2012,0.48266820752968337
2,2013,0.4991165623602844
2,2014,0.5148409309668668
2,2015,0.5353536727987861
2,2016,0.6383397823369845
2,2017,0.6551482506951951
2,2018,0.6711044568465806
2,2019,0.6862949964414409
2,2020,0.7007923675694907
2,2021,0.7181374915121448
2,2022,0.7346418105114572
2,2023,0.750388976046098
2,2024,0.7654489875821607
2,2025,0.7798811785985044
2,2026,0.8003475843940437
2,2027,0.8198533705263321
2,2028,0.8384972742165238
2,2029,0.8563617063070588
2,2030,0.8735162582264099
2,2031,0.8972117903388606
2,2032,0.9198285534363629
2,2033,0.9414714927258125
2,2034,0.9622292222184728
2,2035,0.9821773360017615
2,2036,1.0132697101498431
2,2037,1.04321255222549
2,2038,1.0721163621149659
2,2039,1.1000740843147883
2,2040,1.1271646756424591
2,2041,1.1658550396559868
2,2042,1.2032396682445978
2,2043,1.239434011473323
2,2044,1.2745358720808486
2,2045,1.308628919738638
2,2046,1.3592343168838046
2,2047,1.408605032780039
2,2048,1.4568407786775617
2,2049,1.5040260900405513
2,2050,1.5502333248024256
2,2051,1.611938680220924
2,2052,1.6721598190670999
2,2053,1.7309916095483224
2,2054,1.7885163290867967
2,2055,1.8448060346366668
2,2056,1.9241376911680887
2,2057,2.0021442929301014
2,2058,2.0788967030453755
2,2059,2.154456515274328
2,2060,2.228877792224169
2,2061,2.3254045302574347
2,2062,2.420507933272079
2,2063,2.514248920740298
2,2064,2.606681337257286
2,2065,2.697853222668423
2,2066,2.821523822246324
2,2067,2.944248408766695
2,2068,3.066061284358898
2,2069,3.1869923558164004
2,2070,3.307067928414592
2,2071,3.4513001119593403
2,2072,3.5945164631477984
2,2073,3.736748238733036
2,2074,3.8780230102224165
2,2075,4.018365299043918
2,2076,4.188019841363955
2,2077,4.357034613663241
2,2078,4.525432874446776
2,2079,4.693234799762308
2,2080,4.860457999263662
2,2081,5.053847151629286
2,2082,5.2467331525760645
2,2083,5.439136409350409
2,2084,5.631074635796401
2,2085,5.82256328196568
2,2086,6.0546259495537775
2,2087,6.286954791291951
2,2088,6.5195606515934585
2,2089,6.752452938277669
2,2090,6.9856398403118805
2,2091,7.263215153494234
2,2092,7.541916161853498
2,2093,7.821750827847563
2,2094,8.102726765793973
2,2095,8.38485129722439
2,2096,8.67401269154194
2,2097,8.963545309427206
2,2098,9.25345803049064
2,2099,9.543758720852306
2,2100,9.834454369012928
3,1971,0.9031980701876432
3,1972,0.9715543733612367
3,1973,0.9754028698194133
3,1974,0.9926898027959621
3,1975,1.041074414344311
3,1976,1.1256501543397495
3,1977,1.174090678145067
3,1978,1.2113875710387156
3,1979,1.259986875750474
3,1980,1.634581734946616
3,1981,1.5188150217473166
3,1982,1.5637986182005323
3,1983,1.5653764097382359
3,1984,1.5650543467540938
3,1985,1.5913233847611192
3,1986,1.5490078686562274
3,1987,1.48716215524141
3,1988,1.5146025076170841
3,1989,1.5523984156774464
3,1990,1.5770617196909398
3,1991,1.5971750661815851
3,1992,1.5832207054646856
3,1993,1.5418452126016404
3,1994,1.5561658535677272
3,1995,1.5212513084884838
3,1996,1.576498704189363
3,1997,1.5817519144216756
3,1998,1.6213361755561226
3,1999,1.6541571830506703
3,2000,1.6959516043468246
3,2001,1.7267541783267435
3,2002,1.7533901261178098
3,2003,1.8358896612838798
3,2004,1.894349537906867
3,2005,1.9760921726401992
3,2006,2.0487683701241366
3,2007,2.1269955793856696
3,2008,2.1975994599570936
3,2009,2.2306297031559215
3,2010,2.2961583133641037
3,2011,2.138322443291115
3,2012,2.3036976922780195
3,2013,2.302298592069487
3,2014,2.291886652939028
3,2015,2.33591639174567
3,2016,3.113185235949009
3,2017,3.1838630583286522
3,2018,3.253839027870515
3,2019,3.3230390139277417
3,2020,3.391408358166938
3,2021,3.467248164580713
3,2022,3.5426478824166017
3,2023,3.61749529783625
3,2024,3.691704458966177
3,2025,3.765209519991758
3,2026,3.837111907419456
3,2027,3.909364619712503
3,2028,3.9817825206046877
3,2029,4.0542166788802545
3,2030,4.1265463885032085
3,2031,4.193434111648748
3,2032,4.261089793724247
3,2033,4.329292323407835
3,2034,4.397860966774052
3,2035,4.46664690875446
3,2036,4.535869316317373
3,2037,4.606835619929527
3,2038,4.679237298865555
