# Computed as GDP/population.  Values prior to the base year (2010) are 
# historical; values subsequent are from SSP projections.
scenario,GCAM_region_ID,year,value
SSP4,15,1993,3.9885770872114716
SSP5,15,1993,3.9885770872114716
SSP1,15,1994,3.80864023392768
SSP2,15,1994,3.80864023392768
SSP3,15,1994,3.80864023392768
SSP4,15,1994,3.80864023392768
SSP5,15,1994,3.80864023392768
SSP1,15,1995,4.048183054734037
SSP2,15,1995,4.048183054734037
SSP3,15,1995,4.048183054734037
SSP4,15,1995,4.048183054734037
SSP5,15,1995,4.048183054734037
SSP1,15,1996,4.310697776076609
SSP2,15,1996,4.310697776076609
SSP3,15,1996,4.310697776076609
SSP4,15,1996,4.310697776076609
SSP5,15,1996,4.310697776076609
SSP1,15,1997,4.589935029336972
SSP2,15,1997,4.589935029336972
SSP3,15,1997,4.589935029336972
SSP4,15,1997,4.589935029336972
SSP5,15,1997,4.589935029336972
SSP1,15,1998,4.660420252407168
SSP2,15,1998,4.660420252407168
SSP3,15,1998,4.660420252407168
SSP4,15,1998,4.660420252407168
SSP5,15,1998,4.660420252407168
SSP1,15,1999,4.469624176766457
SSP2,15,1999,4.469624176766457
SSP3,15,1999,4.469624176766457
SSP4,15,1999,4.469624176766457
SSP5,15,1999,4.469624176766457
SSP1,15,2000,4.709545458436248
SSP2,15,2000,4.709545458436248
SSP3,15,2000,4.709545458436248
SSP4,15,2000,4.709545458436248
SSP5,15,2000,4.709545458436248
SSP1,15,2001,4.457035612378353
SSP2,15,2001,4.457035612378353
SSP3,15,2001,4.457035612378353
SSP4,15,2001,4.457035612378353
SSP5,15,2001,4.457035612378353
SSP1,15,2002,4.688584097100583
SSP2,15,2002,4.688584097100583
SSP3,15,2002,4.688584097100583
SSP4,15,2002,4.688584097100583
SSP5,15,2002,4.688584097100583
SSP1,15,2003,4.896766384943787
SSP2,15,2003,4.896766384943787
SSP3,15,2003,4.896766384943787
SSP4,15,2003,4.896766384943787
SSP5,15,2003,4.896766384943787
SSP1,15,2004,5.286218741298573
SSP2,15,2004,5.286218741298573
SSP3,15,2004,5.286218741298573
SSP4,15,2004,5.286218741298573
SSP5,15,2004,5.286218741298573
SSP1,15,2005,5.677621622302571
SSP2,15,2005,5.677621622302571
SSP3,15,2005,5.677621622302571
SSP4,15,2005,5.677621622302571
SSP5,15,2005,5.677621622302571
SSP1,15,2006,6.010351555112656
SSP2,15,2006,6.010351555112656
SSP3,15,2006,6.010351555112656
SSP4,15,2006,6.010351555112656
SSP5,15,2006,6.010351555112656
SSP1,15,2007,6.266909788200071
SSP2,15,2007,6.266909788200071
SSP3,15,2007,6.266909788200071
SSP4,15,2007,6.266909788200071
SSP5,15,2007,6.266909788200071
SSP1,15,2008,6.297476229120733
SSP2,15,2008,6.297476229120733
SSP3,15,2008,6.297476229120733
SSP4,15,2008,6.297476229120733
SSP5,15,2008,6.297476229120733
SSP1,15,2009,5.952924113353286
SSP2,15,2009,5.952924113353286
SSP3,15,2009,5.952924113353286
SSP4,15,2009,5.952924113353286
SSP5,15,2009,5.952924113353286
SSP1,15,2010,6.317091274609415
SSP2,15,2010,6.317091274609415
SSP3,15,2010,6.317091274609415
SSP4,15,2010,6.317091274609415
SSP5,15,2010,6.317091274609415
SSP1,15,2011,6.847063356282556
SSP2,15,2011,6.847063356282556
SSP3,15,2011,6.847063356282556
SSP4,15,2011,6.847063356282556
SSP5,15,2011,6.847063356282556
SSP1,15,2012,7.036734428219483
SSP2,15,2012,7.036734428219483
SSP3,15,2012,7.036734428219483
SSP4,15,2012,7.036734428219483
SSP5,15,2012,7.036734428219483
SSP1,15,2013,7.475447012784241
SSP2,15,2013,7.475447012784241
SSP3,15,2013,7.475447012784241
SSP4,15,2013,7.475447012784241
SSP5,15,2013,7.475447012784241
SSP1,15,2014,7.719555740282686
SSP2,15,2014,7.719555740282686
SSP3,15,2014,7.719555740282686
SSP4,15,2014,7.719555740282686
SSP5,15,2014,7.719555740282686
SSP1,15,2015,8.055444074018954
SSP2,15,2015,8.055444074018954
SSP3,15,2015,8.055444074018954
SSP4,15,2015,8.055444074018954
SSP5,15,2015,8.055444074018954
SSP1,16,1971,28.216286532522233
SSP2,16,1971,28.216286532522233
SSP3,16,1971,28.216286532522233
SSP4,16,1971,28.216286532522233
SSP5,16,1971,28.216286532522233
SSP1,16,1972,29.07492664108917
SSP2,16,1972,29.07492664108917
SSP3,16,1972,29.07492664108917
SSP4,16,1972,29.07492664108917
SSP5,16,1972,29.07492664108917
SSP1,16,1973,29.890913720037748
SSP2,16,1973,29.890913720037748
SSP3,16,1973,29.890913720037748
SSP4,16,1973,29.890913720037748
SSP5,16,1973,29.890913720037748
SSP1,16,1974,30.385453156443806
SSP2,16,1974,30.385453156443806
SSP3,16,1974,30.385453156443806
SSP4,16,1974,30.385453156443806
SSP5,16,1974,30.385453156443806
SSP1,16,1975,29.240414754072766
SSP2,16,1975,29.240414754072766
SSP3,16,1975,29.240414754072766
SSP4,16,1975,29.240414754072766
SSP5,16,1975,29.240414754072766
SSP1,16,1976,29.49970969575721
SSP2,16,1976,29.49970969575721
SSP3,16,1976,29.49970969575721
SSP4,16,1976,29.49970969575721
SSP5,16,1976,29.49970969575721
SSP1,16,1977,30.398637462297245
SSP2,16,1977,30.398637462297245
SSP3,16,1977,30.398637462297245
SSP4,16,1977,30.398637462297245
SSP5,16,1977,30.398637462297245
SSP1,16,1978,30.92070168619424
SSP2,16,1978,30.92070168619424
SSP3,16,1978,30.92070168619424
SSP4,16,1978,30.92070168619424
SSP5,16,1978,30.92070168619424
SSP1,16,1979,31.905765813834066
SSP2,16,1979,31.905765813834066
SSP3,16,1979,31.905765813834066
SSP4,16,1979,31.905765813834066
SSP5,16,1979,31.905765813834066
SSP1,16,1980,34.227390389926526
SSP2,16,1980,34.227390389926526
SSP3,16,1980,34.227390389926526
SSP4,16,1980,34.227390389926526
SSP5,16,1980,34.227390389926526
SSP1,16,1981,34.69448101847253
SSP2,16,1981,34.69448101847253
SSP3,16,1981,34.69448101847253
SSP4,16,1981,34.69448101847253
SSP5,16,1981,34.69448101847253
SSP1,16,1982,34.31414813855106
SSP2,16,1982,34.31414813855106
SSP3,16,1982,34.31414813855106
SSP4,16,1982,34.31414813855106
SSP5,16,1982,34.31414813855106
SSP1,16,1983,34.77099830081428
SSP2,16,1983,34.77099830081428
SSP3,16,1983,34.77099830081428
SSP4,16,1983,34.77099830081428
SSP5,16,1983,34.77099830081428
SSP1,16,1984,36.0257074769512
SSP2,16,1984,36.0257074769512
SSP3,16,1984,36.0257074769512
SSP4,16,1984,36.0257074769512
SSP5,16,1984,36.0257074769512
SSP1,16,1985,37.40534902629396
SSP2,16,1985,37.40534902629396
SSP3,16,1985,37.40534902629396
SSP4,16,1985,37.40534902629396
SSP5,16,1985,37.40534902629396
SSP1,16,1986,38.2303961943834
SSP2,16,1986,38.2303961943834
SSP3,16,1986,38.2303961943834
SSP4,16,1986,38.2303961943834
SSP5,16,1986,38.2303961943834
SSP1,16,1987,38.68534383515682
SSP2,16,1987,38.68534383515682
SSP3,16,1987,38.68534383515682
SSP4,16,1987,38.68534383515682
SSP5,16,1987,38.68534383515682
SSP1,16,1988,39.18707356748988
SSP2,16,1988,39.18707356748988
SSP3,16,1988,39.18707356748988
SSP4,16,1988,39.18707356748988
SSP5,16,1988,39.18707356748988
SSP1,16,1989,40.122902624024185
SSP2,16,1989,40.122902624024185
SSP3,16,1989,40.122902624024185
SSP4,16,1989,40.122902624024185
SSP5,16,1989,40.122902624024185
SSP1,16,1990,41.03181750252529
SSP2,16,1990,41.03181750252529
SSP3,16,1990,41.03181750252529
SSP4,16,1990,41.03181750252529
SSP5,16,1990,41.03181750252529
SSP1,16,1991,40.929088005697565
SSP2,16,1991,40.929088005697565
SSP3,16,1991,40.929088005697565
SSP4,16,1991,40.929088005697565
SSP5,16,1991,40.929088005697565
SSP1,16,1992,41.088428123024855
SSP2,16,1992,41.088428123024855
SSP3,16,1992,41.088428123024855
SSP4,16,1992,41.088428123024855
SSP5,16,1992,41.088428123024855
SSP1,16,1993,41.14060810100113
SSP2,16,1993,41.14060810100113
SSP3,16,1993,41.14060810100113
SSP4,16,1993,41.14060810100113
SSP5,16,1993,41.14060810100113
SSP1,16,1994,41.92888580642073
SSP2,16,1994,41.92888580642073
SSP3,16,1994,41.92888580642073
SSP4,16,1994,41.92888580642073
SSP5,16,1994,41.92888580642073
SSP1,16,1995,42.432949663172636
SSP2,16,1995,42.432949663172636
SSP3,16,1995,42.432949663172636
SSP4,16,1995,42.432949663172636
SSP5,16,1995,42.432949663172636
SSP1,16,1996,43.19550775303793
SSP2,16,1996,43.19550775303793
SSP3,16,1996,43.19550775303793
SSP4,16,1996,43.19550775303793
SSP5,16,1996,43.19550775303793
SSP1,16,1997,44.5236207636677
SSP2,16,1997,44.5236207636677
SSP3,16,1997,44.5236207636677
SSP4,16,1997,44.5236207636677
SSP5,16,1997,44.5236207636677
SSP1,16,1998,45.59824607232689
SSP2,16,1998,45.59824607232689
SSP3,16,1998,45.59824607232689
SSP4,16,1998,45.59824607232689
SSP5,16,1998,45.59824607232689
SSP1,16,1999,46.23832124087463
SSP2,16,1999,46.23832124087463
SSP3,16,1999,46.23832124087463
SSP4,16,1999,46.23832124087463
SSP5,16,1999,46.23832124087463
SSP1,16,2000,47.68933601828757
SSP2,16,2000,47.68933601828757
SSP3,16,2000,47.68933601828757
SSP4,16,2000,47.68933601828757
SSP5,16,2000,47.68933601828757
