# GCAM population data interpolated to all historical and future years
GCAM_region_ID,year,value
1,1971,205990.4447227314
1,1972,208284.30091741518
1,1973,210578.3322751931
1,1974,212872.11851359453
1,1975,215165.37033679915
1,1976,217508.98561469183
1,1977,219852.03881963732
1,1978,222194.61362803172
1,1979,224536.8603968215
1,1980,226878.89816526885
1,1981,229220.7817673705
1,1982,231562.44739452156
1,1983,233903.83950201902
1,1984,236244.82851979055
1,1985,238585.3803597402
1,1986,240925.44200303016
1,1987,243265.10306934363
1,1988,245604.59222191045
1,1989,247944.21574082086
1,1990,250284.19647351134
1,1991,253587.6831904458
1,1992,256891.55016674523
1,1993,260195.64940968543
1,1994,263499.75190459704
1,1995,266803.6886322232
1,1996,270107.42961058486
1,1997,273411.02268822014
1,1998,276714.5034378412
1,1999,280017.8870012108
1,2000,283321.21831727796
1,2001,286624.5072940489
1,2002,289927.72510154714
1,2003,293230.8942294395
1,2004,296534.0116622326
1,2005,299837.1087628862
1,2006,304231.58829503565
1,2007,308626.06533173576
1,2008,313020.54005115916
1,2009,317415.0364038171
1,2010,321809.55659756425
1,2011,324721.55059307365
1,2012,327633.5828122474
1,2013,330545.64918898157
1,2014,333457.76773644984
1,2015,336369.93245466804
1,2016,339043.02251113113
1,2017,341716.1105937813
1,2018,344389.1967556752
1,2019,347062.28104798443
1,2020,349735.36352007935
1,2021,352832.5872178229
1,2022,355929.80938818655
1,2023,359027.0300666471
1,2024,362124.2492875909
1,2025,365221.46708435565
1,2026,368001.4200700898
1,2027,370781.3711675432
1,2028,373561.3204132699
1,2029,376341.2678428865
1,2030,379121.213491102
1,2031,381983.00236651377
1,2032,384844.7892189616
1,2033,387706.5740799492
1,2034,390568.35698032955
1,2035,393430.13795032166
1,2036,396240.2749902301
1,2037,399050.4091838475
1,2038,401860.54056569247
1,2039,404670.66916972765
1,2040,407480.7950293708
1,2041,410380.44368498604
1,2042,413280.0896422923
1,2043,416179.73292504804
1,2044,419079.3735567335
1,2045,421979.01156055473
1,2046,425034.31166409166
1,2047,428089.60912348295
1,2048,431144.90395316377
1,2049,434200.19616746396
1,2050,437255.4857806098
1,2051,439959.97904211684
1,2052,442664.47057491395
1,2053,445368.9603828519
1,2054,448073.4484697703
1,2055,450777.9348394973
1,2056,453537.13087630377
1,2057,456296.32588674914
1,2058,459055.5198701985
1,2059,461814.71282601607
1,2060,464573.90475356614
1,2061,466999.1041872022
1,2062,469424.30317041185
1,2063,471849.5017020003
1,2064,474274.69978076866
1,2065,476699.8974055136
1,2066,479330.54196572903
1,2067,481961.1864075058
1,2068,484591.83073032147
1,2069,487222.4749336509
1,2070,489853.1190169652
1,2071,492115.32754860783
1,2072,494377.5362217508
1,2073,496639.74503726244
1,2074,498901.9539960183
1,2075,501164.1630989013
1,2076,503371.7303466338
1,2077,505579.29773318826
1,2078,507786.8652596339
1,2079,509994.43292705127
1,2080,512202.00073653145
1,2081,514151.46252167237
1,2082,516100.92422307574
1,2083,518050.3858399794
1,2084,519999.84737161215
1,2085,521949.3088171933
1,2086,524050.8460491842
1,2087,526152.382856702
1,2088,528253.919235439
1,2089,530355.45518103
1,2090,532456.9906890495
1,2091,534795.3414929815
1,2092,537133.691565988
1,2093,539472.0409001429
1,2094,541810.3894874053
1,2095,544148.7373196174
1,2096,546278.5360570825
1,2097,548408.3331355483
1,2098,550538.128536163
1,2099,552667.9222397875
1,2100,554797.7142269909
2,1971,83615.72605838993
2,1972,85756.59952343865
2,1973,87892.30514717427
2,1974,90031.26780474924
2,1975,92179.80757888328
2,1976,95642.58118389169
2,1977,99123.33148490623
2,1978,102619.16830276494
2,1979,106125.16164412172
2,1980,109639.48513991131
2,1981,113154.37904494963
2,1982,116675.1462194251
2,1983,120228.4213865797
2,1984,123849.97229169276
2,1985,127561.45134008829
2,1986,131385.1774180449
2,1987,135304.87111720533
2,1988,139257.9861861594
2,1989,143159.12563143665
2,1990,146953.81435909972
2,1991,151703.5353448069
2,1992,156354.29637247583
2,1993,160993.89945461068
2,1994,165747.63937898236
2,1995,170703.9419745818
2,1996,175892.47032049036
2,1997,181278.58797849945
2,1998,186807.4036130153
2,1999,192394.4319243715
2,2000,197974.19293946962
2,2001,203531.8562393364
2,2002,209075.90753914366
2,2003,214591.56510488925
2,2004,220067.00405989995
2,2005,225493.79710991442
2,2006,231703.6892654838
2,2007,237857.8978484586
2,2008,243964.41751434043
2,2009,250037.1332354682
2,2010,256087.90981706878
2,2011,261545.15337279547
2,2012,266977.06162110425
2,2013,272403.0105029626
2,2014,277847.3848816454
2,2015,283325.57381677895
2,2016,288464.9386483992
2,2017,293597.7615326935
2,2018,298724.44545048935
2,2019,303845.36095064366
2,2020,308960.84934835637
2,2021,314215.8873754706
2,2022,319466.3484197212
2,2023,324712.4929287093
2,2024,329954.56195727445
2,2025,335192.77893947513
2,2026,339891.5152043685
2,2027,344585.87656126195
2,2028,349276.0915353697
2,2029,353962.3730081407
2,2030,358644.91953335895
2,2031,363491.8739291704
2,2032,368336.608836564
2,2033,373179.2303332207
2,2034,378019.8378430242
2,2035,382858.5246497113
2,2036,386391.6962703215
2,2037,389922.9542759724
2,2038,393452.3818325726
2,2039,396980.05735564907
2,2040,400506.0548447454
2,2041,404187.61829440756
2,2042,407868.7442780364
2,2043,411549.4498931209
2,2044,415229.7513576465
2,2045,418909.6640659291
2,2046,421610.0043843658
2,2047,424310.99828000675
2,2048,427012.62294821494
2,2049,429714.85663308913
2,2050,432417.6785678631
2,2051,436084.11755301355
2,2052,439750.6619946893
2,2053,443417.3087148794
2,2054,447084.05466199835
2,2055,450750.89690466167
2,2056,453474.13407503226
2,2057,456197.5391880943
2,2058,458921.10787773144
2,2059,461644.8359278718
2,2060,464368.7192660977
2,2061,467104.49099071184
2,2062,469840.55366897094
2,2063,472576.9006981305
2,2064,475313.5256737317
2,2065,478050.4223822135
2,2066,479440.49003238155
2,2067,480831.35408049315
2,2068,482222.9989396002
2,2069,483615.4094268715
2,2070,485008.57075058005
2,2071,486370.0655448633
2,2072,487732.1409626534
2,2073,489094.78739016794
2,2074,490457.99542470183
2,2075,491821.7558688669
2,2076,492445.2894009848
2,2077,493069.75729884533
2,2078,493695.1466935638
2,2079,494321.4449514976
2,2080,494948.63966889505
2,2081,495324.69729634305
2,2082,495701.7107768129
2,2083,496079.6694656345
2,2084,496458.5628756098
2,2085,496838.38067411125
2,2086,496400.8884799243
2,2087,495964.84043304936
2,2088,495530.2240545826
2,2089,495097.02700898156
2,2090,494665.23710201134
2,2091,493607.5369946343
2,2092,492551.6167149027
2,2093,491497.46474962303
2,2094,490445.0696846889
2,2095,489394.42020401725
2,2096,488970.9331001902
2,2097,488548.4056467604
2,2098,488126.83352036757
2,2099,487706.2124235827
2,2100,487286.538084713
3,1971,75522.5351917544
3,1972,77082.11735440843
3,1973,78598.32519882638
3,1974,80093.83411312118
3,1975,81586.43150053635
3,1976,84223.2471752105
3,1977,86851.26907236286
3,1978,89483.36535009061
3,1979,92134.57172166414
3,1980,94813.59626148733
3,1981,97524.63286015115
3,1982,100259.2378822742
3,1983,102996.93993671212
3,1984,105709.27690264447
3,1985,108373.20939637354
3,1986,110981.62888488092
3,1987,113532.21318643056
3,1988,116012.61910436435
3,1989,118409.99901202146
3,1990,120714.99008828767
3,1991,123810.74134998566
3,1992,126796.88287035329
3,1993,129678.94960532691
3,1994,132467.21568475626
3,1995,135169.14132884511
3,1996,137786.90995161308
3,1997,140317.41755739402
3,1998,142757.14887510237
3,1999,145101.18726386855
3,2000,147347.82922102007
3,2001,149501.94411964668
3,2002,151571.13487363522
3,2003,153560.88672202372
3,2004,155477.87351715963
3,2005,157330.95123045918
3,2006,159699.34383377217
3,2007,162003.69280900515
3,2008,164277.82527128034
3,2009,166564.56066543967
3,2010,168893.0780873191
3,2011,170904.45885284067
3,2012,172964.09115658212
3,2013,175044.90502198666
3,2014,177107.33175567197
3,2015,179120.80039862593
3,2016,180378.0222467997
3,2017,181653.0412421857
3,2018,182944.7610890251
3,2019,184252.17372164133
3,2020,185574.3506035366
3,2021,186714.77866366657
3,2022,187870.5919933687
3,2023,189040.9151127314
3,2024,190224.9377295167
3,2025,191421.90878274778
3,2026,192092.687900117
3,2027,192782.3638784441
3,2028,193489.94963201287
3,2029,194214.52564636891
3,2030,194955.23429359234
3,2031,195667.58373854752
3,2032,196393.50026507536
3,2033,197132.3354514319
3,2034,197883.48154858378
3,2035,198646.36834041492
3,2036,198695.65627524618
3,2037,198765.66979707612
3,2038,198855.5081697014
3,2039,198964.32210637338
3,2040,199091.3101480672
3,2041,199284.11465978326
3,2042,199490.89196006735
3,2043,199711.09595029076
3,2044,199944.20862342732
3,2045,200189.738280679
3,2046,199935.65433209567
3,2047,199698.23728743126
3,2048,199476.9056045307
3,2049,199271.10448510654
3,2050,199080.3043548475
3,2051,199315.17640127064
3,2052,199555.20418329947
3,2053,199800.2323289958
