# ratio of CDIAC carbon emissions to energy consumption
GCAM_region_ID,fuel,year,value
1,coal,1971,25.386972247147405
1,coal,1972,24.308901312044835
1,coal,1973,24.379336972706692
1,coal,1974,24.367631504594442
1,coal,1975,23.794491325347863
1,coal,1976,24.43356962891707
1,coal,1977,24.0152710420933
1,coal,1978,25.786458194397298
1,coal,1979,25.146677042163653
1,coal,1980,25.83501430250847
1,coal,1981,25.053281579016584
1,coal,1982,25.410818401157588
1,coal,1983,25.546459815589518
1,coal,1984,25.200204134664443
1,coal,1985,25.033577364104385
1,coal,1986,25.021351853315355
1,coal,1987,25.314124715532085
1,coal,1988,25.214508709770165
1,coal,1989,25.53019959579505
1,coal,1990,24.90513991735646
1,coal,1991,24.53916104175765
1,coal,1992,24.900385947987246
1,coal,1993,25.82051523728901
1,coal,1994,24.974558935143236
1,coal,1995,24.557276053373794
1,coal,1996,24.74851918046108
1,coal,1997,25.078907082242736
1,coal,1998,24.37377175885685
1,coal,1999,24.776905320805568
1,coal,2000,24.584476093551654
1,coal,2001,24.197340527120552
1,coal,2002,25.57958599226943
1,coal,2003,25.110681574056034
1,coal,2004,25.814704988623202
1,coal,2005,25.89382720129959
1,coal,2006,25.84091245069151
1,coal,2007,25.804237806175447
1,coal,2008,25.621478867048417
1,coal,2009,25.96358469293647
1,gas,1971,14.047116841373846
1,gas,1972,14.142701432032176
1,gas,1973,14.104593941115471
1,gas,1974,13.929317133364112
1,gas,1975,14.108804087606206
1,gas,1976,14.063419477016614
1,gas,1977,13.901093817726123
1,gas,1978,14.100925439861026
1,gas,1979,14.132239681985096
1,gas,1980,14.126208535771434
1,gas,1981,14.003687854342248
1,gas,1982,14.036666318308919
1,gas,1983,14.215789470397825
1,gas,1984,13.790665528901508
1,gas,1985,13.914302806352618
1,gas,1986,14.118268910413569
1,gas,1987,14.127063001243492
1,gas,1988,14.102173796971664
1,gas,1989,13.968447765130898
1,gas,1990,14.21062153492884
1,gas,1991,15.56066468758242
1,gas,1992,15.559642212021334
1,gas,1993,15.286018767975131
1,gas,1994,15.630339186289651
1,gas,1995,15.489814625749828
1,gas,1996,15.19171030887036
1,gas,1997,15.009676994535583
1,gas,1998,15.069681897390783
1,gas,1999,15.40269915102226
1,gas,2000,15.370190891679032
1,gas,2001,14.956657949852026
1,gas,2002,15.07022547974505
1,gas,2003,15.002617842153308
1,gas,2004,14.758874733967042
1,gas,2005,14.892932918796905
1,gas,2006,14.999547813442485
1,gas,2007,15.179490004551726
1,gas,2008,15.082398391495863
1,gas,2009,15.26795283570543
1,refined liquids,1971,20.971324710613505
1,refined liquids,1972,21.084269183317776
1,refined liquids,1973,21.305688971146218
1,refined liquids,1974,21.391986304811585
