# For the SSP scenarios, SSP GDP projections are scaled to match 
# historical values in the base year (2010).  For the gSSP scenarios 
# IMF growth projections are applied from 2010-2020, and the SSP projections 
# are scaled to match the 2020 values resulting from this process.
GCAM_region_ID,year,value,scenario
1,2000,8447226.325266723,SSP2
1,2000,8447226.325266723,SSP3
1,2000,8447226.325266723,SSP4
1,2000,8447226.325266723,SSP5
1,2001,8532911.478371855,SSP1
1,2001,8532911.478371855,SSP2
1,2001,8532911.478371855,SSP3
1,2001,8532911.478371855,SSP4
1,2001,8532911.478371855,SSP5
1,2002,8684758.932028389,SSP1
1,2002,8684758.932028389,SSP2
1,2002,8684758.932028389,SSP3
1,2002,8684758.932028389,SSP4
1,2002,8684758.932028389,SSP5
1,2003,8926726.460187167,SSP1
1,2003,8926726.460187167,SSP2
1,2003,8926726.460187167,SSP3
1,2003,8926726.460187167,SSP4
1,2003,8926726.460187167,SSP5
1,2004,9267904.847763281,SSP1
1,2004,9267904.847763281,SSP2
1,2004,9267904.847763281,SSP3
1,2004,9267904.847763281,SSP4
1,2004,9267904.847763281,SSP5
1,2005,9574155.303488849,SSP1
1,2005,9574155.303488849,SSP2
1,2005,9574155.303488849,SSP3
1,2005,9574155.303488849,SSP4
1,2005,9574155.303488849,SSP5
1,2006,9826629.605786271,SSP1
1,2006,9826629.605786271,SSP2
1,2006,9826629.605786271,SSP3
1,2006,9826629.605786271,SSP4
1,2006,9826629.605786271,SSP5
1,2007,9999388.445346732,SSP1
1,2007,9999388.445346732,SSP2
1,2007,9999388.445346732,SSP3
1,2007,9999388.445346732,SSP4
1,2007,9999388.445346732,SSP5
1,2008,9969177.00568567,SSP1
1,2008,9969177.00568567,SSP2
1,2008,9969177.00568567,SSP3
1,2008,9969177.00568567,SSP4
1,2008,9969177.00568567,SSP5
1,2009,9693026.581818426,SSP1
1,2009,9693026.581818426,SSP2
1,2009,9693026.581818426,SSP3
1,2009,9693026.581818426,SSP4
1,2009,9693026.581818426,SSP5
1,2010,9936527.285377078,SSP1
1,2010,9936527.285377078,SSP2
1,2010,9936527.285377078,SSP3
1,2010,9936527.285377078,SSP4
1,2010,9936527.285377078,SSP5
1,2011,10094383.497230513,SSP1
1,2011,10094383.497230513,SSP2
1,2011,10094383.497230513,SSP3
1,2011,10094383.497230513,SSP4
1,2011,10094383.497230513,SSP5
1,2012,10317466.755541394,SSP1
1,2012,10317466.755541394,SSP2
1,2012,10317466.755541394,SSP3
1,2012,10317466.755541394,SSP4
1,2012,10317466.755541394,SSP5
1,2013,10489241.915776482,SSP1
1,2013,10489241.915776482,SSP2
1,2013,10489241.915776482,SSP3
1,2013,10489241.915776482,SSP4
1,2013,10489241.915776482,SSP5
1,2014,10756306.342573268,SSP1
1,2014,10756306.342573268,SSP2
1,2014,10756306.342573268,SSP3
1,2014,10756306.342573268,SSP4
1,2014,10756306.342573268,SSP5
1,2015,11061574.606231362,SSP1
1,2015,11061574.606231362,SSP2
1,2015,11061574.606231362,SSP3
1,2015,11061574.606231362,SSP4
1,2015,11061574.606231362,SSP5
2,1971,25058.458912576436,SSP1
2,1971,25058.458912576436,SSP2
2,1971,25058.458912576436,SSP3
2,1971,25058.458912576436,SSP4
2,1971,25058.458912576436,SSP5
2,1972,25517.306798613918,SSP1
2,1972,25517.306798613918,SSP2
2,1972,25517.306798613918,SSP3
2,1972,25517.306798613918,SSP4
2,1972,25517.306798613918,SSP5
2,1973,26062.732788261324,SSP1
2,1973,26062.732788261324,SSP2
2,1973,26062.732788261324,SSP3
2,1973,26062.732788261324,SSP4
2,1973,26062.732788261324,SSP5
2,1974,27402.835319601658,SSP1
2,1974,27402.835319601658,SSP2
2,1974,27402.835319601658,SSP3
2,1974,27402.835319601658,SSP4
2,1974,27402.835319601658,SSP5
2,1975,28892.70566394325,SSP1
2,1975,28892.70566394325,SSP2
2,1975,28892.70566394325,SSP3
2,1975,28892.70566394325,SSP4
2,1975,28892.70566394325,SSP5
2,1976,31096.62267315576,SSP1
2,1976,31096.62267315576,SSP2
2,1976,31096.62267315576,SSP3
2,1976,31096.62267315576,SSP4
2,1976,31096.62267315576,SSP5
2,1977,32726.882555689033,SSP1
2,1977,32726.882555689033,SSP2
2,1977,32726.882555689033,SSP3
2,1977,32726.882555689033,SSP4
2,1977,32726.882555689033,SSP5
2,1978,32633.101852586908,SSP1
2,1978,32633.101852586908,SSP2
2,1978,32633.101852586908,SSP3
2,1978,32633.101852586908,SSP4
2,1978,32633.101852586908,SSP5
2,1979,33231.0700614161,SSP1
2,1979,33231.0700614161,SSP2
2,1979,33231.0700614161,SSP3
2,1979,33231.0700614161,SSP4
2,1979,33231.0700614161,SSP5
2,1980,35014.65714884022,SSP1
2,1980,35014.65714884022,SSP2
2,1980,35014.65714884022,SSP3
2,1980,35014.65714884022,SSP4
2,1980,35014.65714884022,SSP5
2,1981,36153.20991593819,SSP1
2,1981,36153.20991593819,SSP2
2,1981,36153.20991593819,SSP3
2,1981,36153.20991593819,SSP4
2,1981,36153.20991593819,SSP5
2,1982,37243.384353881316,SSP1
2,1982,37243.384353881316,SSP2
2,1982,37243.384353881316,SSP3
2,1982,37243.384353881316,SSP4
2,1982,37243.384353881316,SSP5
2,1983,38334.77713306035,SSP1
2,1983,38334.77713306035,SSP2
2,1983,38334.77713306035,SSP3
2,1983,38334.77713306035,SSP4
2,1983,38334.77713306035,SSP5
2,1984,37837.37758259815,SSP1
2,1984,37837.37758259815,SSP2
2,1984,37837.37758259815,SSP3
2,1984,37837.37758259815,SSP4
2,1984,37837.37758259815,SSP5
2,1985,37254.29878898325,SSP1
2,1985,37254.29878898325,SSP2
2,1985,37254.29878898325,SSP3
2,1985,37254.29878898325,SSP4
2,1985,37254.29878898325,SSP5
2,1986,39429.892046700894,SSP1
2,1986,39429.892046700894,SSP2
2,1986,39429.892046700894,SSP3
2,1986,39429.892046700894,SSP4
2,1986,39429.892046700894,SSP5
2,1987,42792.36200252152,SSP1
2,1987,42792.36200252152,SSP2
2,1987,42792.36200252152,SSP3
2,1987,42792.36200252152,SSP4
2,1987,42792.36200252152,SSP5
2,1988,44175.1111733476,SSP1
2,1988,44175.1111733476,SSP2
2,1988,44175.1111733476,SSP3
2,1988,44175.1111733476,SSP4
