# Units converted to constant 1990 USD
iso,year,value
svk,1973,22787.984089467594
svn,1973,10145.048468697205
slb,1973,77.88239489927979
kor,1973,56297.54652858596
esp,1973,362447.94190335996
lka,1973,5533.172902194207
kna,1973,94.147086799182
lca,1973,198.71057952796355
vct,1973,125.73696094585114
sdn,1973,7435.253799508006
sur,1973,1707.8394864405604
swz,1973,451.65808424733984
swe,1973,142819.25449165684
che,1973,215215.3932602918
syr,1973,5216.158649687317
twn,1973,28010.897814880303
tjk,1973,3613.9483615257705
tza,1973,3266.063940694124
tha,1973,25983.12171407118
tgo,1973,903.5210636626786
ton,1973,147.58705818357848
tto,1973,4706.922252595805
tun,1973,5297.571165360941
tur,1973,109028.17559103345
tkm,1973,3075.3135318461577
uga,1973,1635.7811674257312
ukr,1973,86867.10738680708
are,1973,30607.967157902014
gbr,1973,682201.2984558538
usa,1973,3621834.2930000005
ury,1973,10141.657737327234
uzb,1973,7433.485869533
vut,1973,149.29040594046688
ven,1973,120591.4271406131
vnm,1973,11342.768252734115
yem,1973,5130.291346281898
zmb,1973,4924.909997540036
afg,1974,2722.731562748835
alb,1974,3004.521129854476
dza,1974,32891.03762450479
ago,1974,12678.604267691488
atg,1974,176.859756647336
arg,1974,136992.21006806887
arm,1974,2735.779941444957
aus,1974,247105.41969749355
aut,1974,112740.82853854433
aze,1974,12689.244831309707
bhs,1974,1942.2320383319666
bhr,1974,4318.717813852856
bgd,1974,13867.86041681074
brb,1974,1574.9214973869055
blr,1974,11723.645017535886
bel,1974,154467.47222809494
blz,1974,145.9191349937266
ben,1974,1187.548249602355
btn,1974,91.00162272947314
bol,1974,5107.660523251103
bih,1974,806.4900740755376
bwa,1974,712.7917644263541
bra,1974,455448.97469299845
brn,1974,4212.510080279783
bgr,1974,16652.066467037468
bfa,1974,1170.4646367058217
mmr,1974,9211.343958763498
bdi,1974,616.9739838007922
khm,1974,788.8074759486666
cmr,1974,4431.08955402535
can,1974,419131.93285681814
cpv,1974,89.60001048399047
caf,1974,661.2513282520424
tcd,1974,1449.3371193527032
chl,1974,29074.802451368785
chn,1974,156706.60831546813
col,1974,51696.48897837405
cod,1974,15879.5668257575
cog,1974,2006.3102644708113
cri,1974,5560.172755159501
civ,1974,7614.08519388269
hrv,1974,16052.26323924877
cub,1974,15373.74754705051
cyp,1974,2186.123915462206
cze,1974,57239.008820798044
dnk,1974,107707.9672854447
dji,1974,193.0718724207427
dma,1974,109.6527562254868
dom,1974,6486.606323233319
ecu,1974,13752.028019679708
egy,1974,19954.190242143424
slv,1974,7557.867659378981
gnq,1974,92.74910276820029
eri,1974,547.1404199504055
est,1974,6717.566584206833
eth,1974,4951.074701494748
fji,1974,1052.0951281255864
fin,1974,66731.63835468923
fra,1974,844383.1463233912
gab,1974,5060.861833591844
gmb,1974,157.0198221782041
geo,1974,7911.611976467333
deu,1974,1111381.4724217304
gha,1974,6956.362469151658
grc,1974,90163.76904990069
grd,1974,144.88891997806778
