# Values are calculated using L1321.in_EJ_R_cement_F_Y then added GCAM region information and supplysector, subsector, technology, and input information
region,supplysector,subsector,stub.technology,year,minicam.energy.input,calibrated.value,share.weight.year,subs.share.weight,tech.share.weight
Europe_Non_EU,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0688495,1990,1,1
Europe_Non_EU,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.106331,2005,1,1
Europe_Non_EU,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.1294014,2010,1,1
Europe_Non_EU,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.1294014,2015,1,1
European Free Trade Association,process heat cement,biomass,biomass,1975,delivered biomass,0.0047786,1975,1,1
European Free Trade Association,process heat cement,biomass,biomass,1990,delivered biomass,0.0036437,1990,1,1
European Free Trade Association,process heat cement,biomass,biomass,2005,delivered biomass,0.0030803,2005,1,1
European Free Trade Association,process heat cement,biomass,biomass,2010,delivered biomass,0.0036724,2010,1,1
European Free Trade Association,process heat cement,biomass,biomass,2015,delivered biomass,0.0036724,2015,1,1
European Free Trade Association,process heat cement,coal,coal,1975,delivered coal,0.0092386,1975,1,1
European Free Trade Association,process heat cement,coal,coal,1990,delivered coal,0.0070445,1990,1,1
European Free Trade Association,process heat cement,coal,coal,2005,delivered coal,0.0059552,2005,1,1
European Free Trade Association,process heat cement,coal,coal,2010,delivered coal,0.0071,2010,1,1
European Free Trade Association,process heat cement,coal,coal,2015,delivered coal,0.0071,2015,1,1
European Free Trade Association,process heat cement,gas,gas,1975,wholesale gas,3.186e-4,1975,1,1
European Free Trade Association,process heat cement,gas,gas,1990,wholesale gas,2.429e-4,1990,1,1
European Free Trade Association,process heat cement,gas,gas,2005,wholesale gas,2.054e-4,2005,1,1
European Free Trade Association,process heat cement,gas,gas,2010,wholesale gas,2.448e-4,2010,1,1
European Free Trade Association,process heat cement,gas,gas,2015,wholesale gas,2.448e-4,2015,1,1
European Free Trade Association,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0175215,1975,1,1
European Free Trade Association,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0133603,1990,1,1
European Free Trade Association,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0112943,2005,1,1
European Free Trade Association,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0134654,2010,1,1
European Free Trade Association,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0134654,2015,1,1
India,process heat cement,biomass,biomass,1975,delivered biomass,0.0017584,1975,1,1
India,process heat cement,biomass,biomass,1990,delivered biomass,0.0048384,1990,1,1
India,process heat cement,biomass,biomass,2005,delivered biomass,0.0091377,2005,1,1
India,process heat cement,biomass,biomass,2010,delivered biomass,0.0126743,2010,1,1
India,process heat cement,biomass,biomass,2015,delivered biomass,0.0126743,2015,1,1
India,process heat cement,coal,coal,1975,delivered coal,0.0844026,1975,1,1
India,process heat cement,coal,coal,1990,delivered coal,0.2322416,1990,1,1
India,process heat cement,coal,coal,2005,delivered coal,0.4386106,2005,1,1
India,process heat cement,coal,coal,2010,delivered coal,0.6083683,2010,1,1
India,process heat cement,coal,coal,2015,delivered coal,0.6083683,2015,1,1
India,process heat cement,gas,gas,1975,wholesale gas,8.792e-4,1975,1,1
India,process heat cement,gas,gas,1990,wholesale gas,0.0024192,1990,1,1
India,process heat cement,gas,gas,2005,wholesale gas,0.0045689,2005,1,1
India,process heat cement,gas,gas,2010,wholesale gas,0.0063372,2010,1,1
India,process heat cement,gas,gas,2015,wholesale gas,0.0063372,2015,1,1
India,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,8.792e-4,1975,1,1
India,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0024192,1990,1,1
India,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0045689,2005,1,1
India,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0063372,2010,1,1
India,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0063372,2015,1,1
Indonesia,process heat cement,biomass,biomass,1975,delivered biomass,3.84e-5,1975,1,1
Indonesia,process heat cement,biomass,biomass,1990,delivered biomass,5.043e-4,1990,1,1
Indonesia,process heat cement,biomass,biomass,2005,delivered biomass,0.0011308,2005,1,1
Indonesia,process heat cement,biomass,biomass,2010,delivered biomass,0.0013085,2010,1,1
Indonesia,process heat cement,biomass,biomass,2015,delivered biomass,0.0013085,2015,1,1
Indonesia,process heat cement,coal,coal,1975,delivered coal,0.003146,1975,1,1
Indonesia,process heat cement,coal,coal,1990,delivered coal,0.0413503,1990,1,1
Indonesia,process heat cement,coal,coal,2005,delivered coal,0.0927239,2005,1,1
Indonesia,process heat cement,coal,coal,2010,delivered coal,0.1072952,2010,1,1
Indonesia,process heat cement,coal,coal,2015,delivered coal,0.1072952,2015,1,1
Indonesia,process heat cement,gas,gas,1975,wholesale gas,3.069e-4,1975,1,1
Indonesia,process heat cement,gas,gas,1990,wholesale gas,0.0040342,1990,1,1
Indonesia,process heat cement,gas,gas,2005,wholesale gas,0.0090462,2005,1,1
Indonesia,process heat cement,gas,gas,2010,wholesale gas,0.0104678,2010,1,1
Indonesia,process heat cement,gas,gas,2015,wholesale gas,0.0104678,2015,1,1
Indonesia,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,3.453e-4,1975,1,1
Indonesia,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0045384,1990,1,1
Indonesia,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.010177,2005,1,1
Indonesia,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0117763,2010,1,1
Indonesia,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0117763,2015,1,1
Japan,process heat cement,biomass,biomass,1975,delivered biomass,0,1975,0,0
Japan,process heat cement,biomass,biomass,1990,delivered biomass,0,1990,0,0
Japan,process heat cement,biomass,biomass,2005,delivered biomass,0,2005,0,0
Japan,process heat cement,biomass,biomass,2010,delivered biomass,0,2010,0,0
Japan,process heat cement,biomass,biomass,2015,delivered biomass,0,2015,0,0
Japan,process heat cement,coal,coal,1975,delivered coal,0.17888,1975,1,1
Japan,process heat cement,coal,coal,1990,delivered coal,0.2177187,1990,1,1
Japan,process heat cement,coal,coal,2005,delivered coal,0.1759355,2005,1,1
Japan,process heat cement,coal,coal,2010,delivered coal,0.1393602,2010,1,1
Japan,process heat cement,coal,coal,2015,delivered coal,0.1393602,2015,1,1
Japan,process heat cement,gas,gas,1975,wholesale gas,0,1975,0,0
Japan,process heat cement,gas,gas,1990,wholesale gas,0,1990,0,0
Japan,process heat cement,gas,gas,2005,wholesale gas,0,2005,0,0
Japan,process heat cement,gas,gas,2010,wholesale gas,0,2010,0,0
Japan,process heat cement,gas,gas,2015,wholesale gas,0,2015,0,0
Japan,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.04472,1975,1,1
Japan,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0544297,1990,1,1
Japan,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0439839,2005,1,1
Japan,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.03484,2010,1,1
Japan,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.03484,2015,1,1
Mexico,process heat cement,biomass,biomass,1975,delivered biomass,0.0065175,1975,1,1
Mexico,process heat cement,biomass,biomass,1990,delivered biomass,0.0126882,1990,1,1
Mexico,process heat cement,biomass,biomass,2005,delivered biomass,0.0153696,2005,1,1
Mexico,process heat cement,biomass,biomass,2010,delivered biomass,0.014635,2010,1,1
Mexico,process heat cement,biomass,biomass,2015,delivered biomass,0.014635,2015,1,1
Mexico,process heat cement,coal,coal,1975,delivered coal,0.0110296,1975,1,1
Mexico,process heat cement,coal,coal,1990,delivered coal,0.0214723,1990,1,1
Mexico,process heat cement,coal,coal,2005,delivered coal,0.0260101,2005,1,1
Mexico,process heat cement,coal,coal,2010,delivered coal,0.024767,2010,1,1
Mexico,process heat cement,coal,coal,2015,delivered coal,0.024767,2015,1,1
Mexico,process heat cement,gas,gas,1975,wholesale gas,0.013035,1975,1,1
Mexico,process heat cement,gas,gas,1990,wholesale gas,0.0253763,1990,1,1
Mexico,process heat cement,gas,gas,2005,wholesale gas,0.0307392,2005,1,1
Mexico,process heat cement,gas,gas,2010,wholesale gas,0.02927,2010,1,1
Mexico,process heat cement,gas,gas,2015,wholesale gas,0.02927,2015,1,1
Mexico,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0195525,1975,1,1
Mexico,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0380645,1990,1,1
Mexico,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0461088,2005,1,1
Mexico,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0439051,2010,1,1
Mexico,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0439051,2015,1,1
Middle East,process heat cement,biomass,biomass,1975,delivered biomass,0,1975,0,0
Middle East,process heat cement,biomass,biomass,1990,delivered biomass,0,1990,0,0
Middle East,process heat cement,biomass,biomass,2005,delivered biomass,0,2005,0,0
Middle East,process heat cement,biomass,biomass,2010,delivered biomass,0,2010,0,0
Middle East,process heat cement,biomass,biomass,2015,delivered biomass,0,2015,0,0
Middle East,process heat cement,coal,coal,1975,delivered coal,0,1975,0,0
Middle East,process heat cement,coal,coal,1990,delivered coal,0,1990,0,0
Middle East,process heat cement,coal,coal,2005,delivered coal,0,2005,0,0
Middle East,process heat cement,coal,coal,2010,delivered coal,0,2010,0,0
Middle East,process heat cement,coal,coal,2015,delivered coal,0,2015,0,0
Middle East,process heat cement,gas,gas,1975,wholesale gas,0.0211852,1975,1,1
Middle East,process heat cement,gas,gas,1990,wholesale gas,0.0670991,1990,1,1
Middle East,process heat cement,gas,gas,2005,wholesale gas,0.1205143,2005,1,1
Middle East,process heat cement,gas,gas,2010,wholesale gas,0.1840252,2010,1,1
Middle East,process heat cement,gas,gas,2015,wholesale gas,0.1840252,2015,1,1
Middle East,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.039344,1975,1,1
Middle East,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.1246126,1990,1,1
Middle East,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.2238122,2005,1,1
Middle East,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.341761,2010,1,1
Middle East,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.341761,2015,1,1
Pakistan,process heat cement,biomass,biomass,1975,delivered biomass,1.337e-4,1975,1,1
Pakistan,process heat cement,biomass,biomass,1990,delivered biomass,2.949e-4,1990,1,1
Pakistan,process heat cement,biomass,biomass,2005,delivered biomass,6.539e-4,2005,1,1
Pakistan,process heat cement,biomass,biomass,2010,delivered biomass,0.0012083,2010,1,1
Pakistan,process heat cement,biomass,biomass,2015,delivered biomass,0.0012083,2015,1,1
Pakistan,process heat cement,coal,coal,1975,delivered coal,0.0109673,1975,1,1
Pakistan,process heat cement,coal,coal,1990,delivered coal,0.0241784,1990,1,1
Pakistan,process heat cement,coal,coal,2005,delivered coal,0.0536168,2005,1,1
Pakistan,process heat cement,coal,coal,2010,delivered coal,0.0990777,2010,1,1
Pakistan,process heat cement,coal,coal,2015,delivered coal,0.0990777,2015,1,1
Pakistan,process heat cement,gas,gas,1975,wholesale gas,0.00107,1975,1,1
Pakistan,process heat cement,gas,gas,1990,wholesale gas,0.0023589,1990,1,1
Pakistan,process heat cement,gas,gas,2005,wholesale gas,0.0052309,2005,1,1
Pakistan,process heat cement,gas,gas,2010,wholesale gas,0.0096661,2010,1,1
Pakistan,process heat cement,gas,gas,2015,wholesale gas,0.0096661,2015,1,1
Pakistan,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0012037,1975,1,1
Pakistan,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0026537,1990,1,1
Pakistan,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0058848,2005,1,1
Pakistan,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0108744,2010,1,1
Pakistan,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0108744,2015,1,1
Russia,process heat cement,biomass,biomass,1975,delivered biomass,0.0031123,1975,1,1
Russia,process heat cement,biomass,biomass,1990,delivered biomass,0.0031166,1990,1,1
Russia,process heat cement,biomass,biomass,2005,delivered biomass,0.0017338,2005,1,1
Russia,process heat cement,biomass,biomass,2010,delivered biomass,0.0016355,2010,1,1
Russia,process heat cement,biomass,biomass,2015,delivered biomass,0.0016355,2015,1,1
Russia,process heat cement,coal,coal,1975,delivered coal,0.0217864,1975,1,1
Russia,process heat cement,coal,coal,1990,delivered coal,0.0218162,1990,1,1
Russia,process heat cement,coal,coal,2005,delivered coal,0.0121364,2005,1,1
Russia,process heat cement,coal,coal,2010,delivered coal,0.0114483,2010,1,1
Russia,process heat cement,coal,coal,2015,delivered coal,0.0114483,2015,1,1
Russia,process heat cement,gas,gas,1975,wholesale gas,0.2116388,1975,1,1
Russia,process heat cement,gas,gas,1990,wholesale gas,0.2119289,1990,1,1
Russia,process heat cement,gas,gas,2005,wholesale gas,0.1178961,2005,1,1
Russia,process heat cement,gas,gas,2010,wholesale gas,0.1112124,2010,1,1
Russia,process heat cement,gas,gas,2015,wholesale gas,0.1112124,2015,1,1
Russia,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0746961,1975,1,1
Russia,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0747984,1990,1,1
Russia,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0416104,2005,1,1
Russia,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0392515,2010,1,1
Russia,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0392515,2015,1,1
South Africa,process heat cement,biomass,biomass,1975,delivered biomass,0.0013698,1975,1,1
South Africa,process heat cement,biomass,biomass,1990,delivered biomass,0.0015331,1990,1,1
South Africa,process heat cement,biomass,biomass,2005,delivered biomass,0.002034,2005,1,1
South Africa,process heat cement,biomass,biomass,2010,delivered biomass,0.0019935,2010,1,1
South Africa,process heat cement,biomass,biomass,2015,delivered biomass,0.0019935,2015,1,1
South Africa,process heat cement,coal,coal,1975,delivered coal,0.0079449,1975,1,1
South Africa,process heat cement,coal,coal,1990,delivered coal,0.0088917,1990,1,1
South Africa,process heat cement,coal,coal,2005,delivered coal,0.0117974,2005,1,1
South Africa,process heat cement,coal,coal,2010,delivered coal,0.0115623,2010,1,1
South Africa,process heat cement,coal,coal,2015,delivered coal,0.0115623,2015,1,1
South Africa,process heat cement,gas,gas,1975,wholesale gas,0.0079449,1975,1,1
South Africa,process heat cement,gas,gas,1990,wholesale gas,0.0088917,1990,1,1
South Africa,process heat cement,gas,gas,2005,wholesale gas,0.0117974,2005,1,1
South Africa,process heat cement,gas,gas,2010,wholesale gas,0.0115623,2010,1,1
South Africa,process heat cement,gas,gas,2015,wholesale gas,0.0115623,2015,1,1
South Africa,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0101366,1975,1,1
South Africa,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0113446,1990,1,1
South Africa,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0150519,2005,1,1
South Africa,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0147519,2010,1,1
South Africa,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0147519,2015,1,1
South America_Northern,process heat cement,biomass,biomass,1975,delivered biomass,0.0020162,1975,1,1
South America_Northern,process heat cement,biomass,biomass,1990,delivered biomass,0.0028052,1990,1,1
South America_Northern,process heat cement,biomass,biomass,2005,delivered biomass,0.0051422,2005,1,1
South America_Northern,process heat cement,biomass,biomass,2010,delivered biomass,0.0044522,2010,1,1
South America_Northern,process heat cement,biomass,biomass,2015,delivered biomass,0.0062519,2015,1,1
South America_Northern,process heat cement,coal,coal,1975,delivered coal,0.0034121,1975,1,1
South America_Northern,process heat cement,coal,coal,1990,delivered coal,0.0047473,1990,1,1
South America_Northern,process heat cement,coal,coal,2005,delivered coal,0.0026534,2005,1,1
South America_Northern,process heat cement,coal,coal,2010,delivered coal,0.0075345,2010,1,1
South America_Northern,process heat cement,coal,coal,2015,delivered coal,0.0057348,2015,1,1
South America_Northern,process heat cement,gas,gas,1975,wholesale gas,0.0040325,1975,1,1
South America_Northern,process heat cement,gas,gas,1990,wholesale gas,0.0056105,1990,1,1
South America_Northern,process heat cement,gas,gas,2005,wholesale gas,0.005791,2005,1,1
South America_Northern,process heat cement,gas,gas,2010,wholesale gas,0.0089044,2010,1,1
South America_Northern,process heat cement,gas,gas,2015,wholesale gas,0.0089044,2015,1,1
South America_Northern,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0060487,1975,1,1
South America_Northern,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0084157,1990,1,1
South America_Northern,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0086866,2005,1,1
South America_Northern,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.013356700000000001,2010,1,1
South America_Northern,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.013356700000000001,2015,1,1
South America_Southern,process heat cement,biomass,biomass,1975,delivered biomass,0.002469,1975,1,1
South America_Southern,process heat cement,biomass,biomass,1990,delivered biomass,0.0041219,1990,1,1
South America_Southern,process heat cement,biomass,biomass,2005,delivered biomass,0.0074201,2005,1,1
South America_Southern,process heat cement,biomass,biomass,2010,delivered biomass,0.0095008,2010,1,1
South America_Southern,process heat cement,biomass,biomass,2015,delivered biomass,0.0095008,2015,1,1
South America_Southern,process heat cement,coal,coal,1975,delivered coal,0.0041783,1975,1,1
South America_Southern,process heat cement,coal,coal,1990,delivered coal,0.0069755,1990,1,1
South America_Southern,process heat cement,coal,coal,2005,delivered coal,0.012557,2005,1,1
South America_Southern,process heat cement,coal,coal,2010,delivered coal,0.0160783,2010,1,1
South America_Southern,process heat cement,coal,coal,2015,delivered coal,0.0160783,2015,1,1
South America_Southern,process heat cement,gas,gas,1975,wholesale gas,0.004938,1975,1,1
South America_Southern,process heat cement,gas,gas,1990,wholesale gas,0.0082438,1990,1,1
South America_Southern,process heat cement,gas,gas,2005,wholesale gas,0.0148401,2005,1,1
South America_Southern,process heat cement,gas,gas,2010,wholesale gas,0.0190017,2010,1,1
South America_Southern,process heat cement,gas,gas,2015,wholesale gas,0.0190017,2015,1,1
South America_Southern,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.007407,1975,1,1
South America_Southern,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0123657,1990,1,1
South America_Southern,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0222602,2005,1,1
South America_Southern,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0285025,2010,1,1
South America_Southern,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0285025,2015,1,1
South Asia,process heat cement,biomass,biomass,1975,delivered biomass,3.5e-5,1975,1,1
South Asia,process heat cement,biomass,biomass,1990,delivered biomass,3.89e-5,1990,1,1
South Asia,process heat cement,biomass,biomass,2005,delivered biomass,2.679e-4,2005,1,1
South Asia,process heat cement,biomass,biomass,2010,delivered biomass,2.802e-4,2010,1,1
South Asia,process heat cement,biomass,biomass,2015,delivered biomass,2.802e-4,2015,1,1
South Asia,process heat cement,coal,coal,1975,delivered coal,0.0028689,1975,1,1
South Asia,process heat cement,coal,coal,1990,delivered coal,0.0031931,1990,1,1
South Asia,process heat cement,coal,coal,2005,delivered coal,0.0219672,2005,1,1
South Asia,process heat cement,coal,coal,2010,delivered coal,0.0229727,2010,1,1
South Asia,process heat cement,coal,coal,2015,delivered coal,0.0229727,2015,1,1
South Asia,process heat cement,gas,gas,1975,wholesale gas,2.799e-4,1975,1,1
South Asia,process heat cement,gas,gas,1990,wholesale gas,3.115e-4,1990,1,1
South Asia,process heat cement,gas,gas,2005,wholesale gas,0.0021431,2005,1,1
South Asia,process heat cement,gas,gas,2010,wholesale gas,0.0022412,2010,1,1
South Asia,process heat cement,gas,gas,2015,wholesale gas,0.0022412,2015,1,1
South Asia,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,3.149e-4,1975,1,1
South Asia,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,3.505e-4,1990,1,1
South Asia,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.002411,2005,1,1
South Asia,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0025214,2010,1,1
South Asia,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0025214,2015,1,1
South Korea,process heat cement,biomass,biomass,1975,delivered biomass,4.542e-4,1975,1,1
South Korea,process heat cement,biomass,biomass,1990,delivered biomass,0.0013907,1990,1,1
South Korea,process heat cement,biomass,biomass,2005,delivered biomass,0.0017907,2005,1,1
South Korea,process heat cement,biomass,biomass,2010,delivered biomass,0.0017559,2010,1,1
South Korea,process heat cement,biomass,biomass,2015,delivered biomass,0.0017559,2015,1,1
South Korea,process heat cement,coal,coal,1975,delivered coal,0.0395169,1975,1,1
South Korea,process heat cement,coal,coal,1990,delivered coal,0.1209945,1990,1,1
South Korea,process heat cement,coal,coal,2005,delivered coal,0.1557928,2005,1,1
South Korea,process heat cement,coal,coal,2010,delivered coal,0.1527608,2010,1,1
South Korea,process heat cement,coal,coal,2015,delivered coal,0.1527608,2015,1,1
South Korea,process heat cement,gas,gas,1975,wholesale gas,0,1975,0,0
South Korea,process heat cement,gas,gas,1990,wholesale gas,0,1990,0,0
South Korea,process heat cement,gas,gas,2005,wholesale gas,0,2005,0,0
South Korea,process heat cement,gas,gas,2010,wholesale gas,0,2010,0,0
South Korea,process heat cement,gas,gas,2015,wholesale gas,0,2015,0,0
South Korea,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0054506,1975,1,1
South Korea,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0166889,1990,1,1
South Korea,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0214887,2005,1,1
South Korea,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0210705,2010,1,1
South Korea,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0210705,2015,1,1
Southeast Asia,process heat cement,biomass,biomass,1975,delivered biomass,0.0035135,1975,1,1
Southeast Asia,process heat cement,biomass,biomass,1990,delivered biomass,0.0128843,1990,1,1
Southeast Asia,process heat cement,biomass,biomass,2005,delivered biomass,0.0256499,2005,1,1
Southeast Asia,process heat cement,biomass,biomass,2010,delivered biomass,0.0226666,2010,1,1
Southeast Asia,process heat cement,biomass,biomass,2015,delivered biomass,0.0226666,2015,1,1
Southeast Asia,process heat cement,coal,coal,1975,delivered coal,0.0694119,1975,1,1
Southeast Asia,process heat cement,coal,coal,1990,delivered coal,0.1663182,1990,1,1
Southeast Asia,process heat cement,coal,coal,2005,delivered coal,0.3358415,2005,1,1
Southeast Asia,process heat cement,coal,coal,2010,delivered coal,0.3799553,2010,1,1
Southeast Asia,process heat cement,coal,coal,2015,delivered coal,0.3799553,2015,1,1
Southeast Asia,process heat cement,gas,gas,1975,wholesale gas,0.0053864,1975,1,1
Southeast Asia,process heat cement,gas,gas,1990,wholesale gas,0.0105866,1990,1,1
Southeast Asia,process heat cement,gas,gas,2005,wholesale gas,0.021568,2005,1,1
Southeast Asia,process heat cement,gas,gas,2010,wholesale gas,0.027701,2010,1,1
Southeast Asia,process heat cement,gas,gas,2015,wholesale gas,0.027701,2015,1,1
Southeast Asia,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0067698,1975,1,1
Southeast Asia,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0148002,1990,1,1
Southeast Asia,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0300025,2005,1,1
Southeast Asia,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0359647,2010,1,1
Southeast Asia,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0359647,2015,1,1
Taiwan,process heat cement,biomass,biomass,1975,delivered biomass,0,1975,0,0
Taiwan,process heat cement,biomass,biomass,1990,delivered biomass,0,1990,0,0
Taiwan,process heat cement,biomass,biomass,2005,delivered biomass,0,2005,0,0
Taiwan,process heat cement,biomass,biomass,2010,delivered biomass,0,2010,0,0
Taiwan,process heat cement,biomass,biomass,2015,delivered biomass,0,2015,0,0
Taiwan,process heat cement,coal,coal,1975,delivered coal,0.0302873,1975,1,1
Taiwan,process heat cement,coal,coal,1990,delivered coal,0.0740854,1990,1,1
Taiwan,process heat cement,coal,coal,2005,delivered coal,0.0628569,2005,1,1
Taiwan,process heat cement,coal,coal,2010,delivered coal,0.0504578,2010,1,1
Taiwan,process heat cement,coal,coal,2015,delivered coal,0.0504578,2015,1,1
Taiwan,process heat cement,gas,gas,1975,wholesale gas,0,1975,0,0
Taiwan,process heat cement,gas,gas,1990,wholesale gas,0,1990,0,0
Taiwan,process heat cement,gas,gas,2005,wholesale gas,0,2005,0,0
Taiwan,process heat cement,gas,gas,2010,wholesale gas,0,2010,0,0
Taiwan,process heat cement,gas,gas,2015,wholesale gas,0,2015,0,0
Taiwan,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0019332,1975,1,1
Taiwan,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0047289,1990,1,1
Taiwan,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0040121,2005,1,1
Taiwan,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0032207,2010,1,1
Taiwan,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0032207,2015,1,1
Argentina,process heat cement,biomass,biomass,1975,delivered biomass,0.0026469,1975,1,1
Argentina,process heat cement,biomass,biomass,1990,delivered biomass,0.0016954,1990,1,1
Argentina,process heat cement,biomass,biomass,2005,delivered biomass,0.0036238,2005,1,1
Argentina,process heat cement,biomass,biomass,2010,delivered biomass,0.0046791,2010,1,1
Argentina,process heat cement,biomass,biomass,2015,delivered biomass,0.0046791,2015,1,1
Argentina,process heat cement,coal,coal,1975,delivered coal,0.0044793,1975,1,1
Argentina,process heat cement,coal,coal,1990,delivered coal,0.0028691,1990,1,1
Argentina,process heat cement,coal,coal,2005,delivered coal,0.0061326,2005,1,1
Argentina,process heat cement,coal,coal,2010,delivered coal,0.0079184,2010,1,1
Argentina,process heat cement,coal,coal,2015,delivered coal,0.0079184,2015,1,1
Argentina,process heat cement,gas,gas,1975,wholesale gas,0.0052937,1975,1,1
Argentina,process heat cement,gas,gas,1990,wholesale gas,0.0033907,1990,1,1
Argentina,process heat cement,gas,gas,2005,wholesale gas,0.0072477,2005,1,1
Argentina,process heat cement,gas,gas,2010,wholesale gas,0.0093582,2010,1,1
Argentina,process heat cement,gas,gas,2015,wholesale gas,0.0093582,2015,1,1
Argentina,process heat cement,refined liquids,refined liquids,1975,refined liquids industrial,0.0079406,1975,1,1
Argentina,process heat cement,refined liquids,refined liquids,1990,refined liquids industrial,0.0050861,1990,1,1
Argentina,process heat cement,refined liquids,refined liquids,2005,refined liquids industrial,0.0108715,2005,1,1
Argentina,process heat cement,refined liquids,refined liquids,2010,refined liquids industrial,0.0140372,2010,1,1
Argentina,process heat cement,refined liquids,refined liquids,2015,refined liquids industrial,0.0140372,2015,1,1
Colombia,process heat cement,biomass,biomass,1975,delivered biomass,0.001927,1975,1,1
Colombia,process heat cement,biomass,biomass,1990,delivered biomass,0.0034956,1990,1,1
