# Population by region over the historical time period
GCAM_region_ID,year,value
1,1700,1261.0207137495556
1,1750,5180.859605842779
1,1800,9100.698497936002
1,1850,25087.864257879202
1,1900,80631.61453075371
1,1950,161049.19199999998
1,1971,214118.994
1,1972,216048.91
1,1973,218006.635
1,1974,219994.049
1,1975,222012.648
1,1976,224070.95099999997
1,1977,226174.201
1,1978,228315.20599999998
1,1979,230482.084
1,1980,232666.12499999997
1,1981,234868.429
1,1982,237092.661
1,1983,239335.924
1,1984,241594.78999999998
1,1985,243868.28399999999
1,1986,246160.18000000002
1,1987,248476.51299999998
1,1988,250822.149
1,1989,253203.039
1,1990,255627.21899999998
1,1991,258078.712
1,1992,260564.475
1,1993,263141.32399999996
1,1994,265884.637
1,1995,268838.833
1,1996,272039.022
1,1997,275443.843
1,1998,278927.53599999996
1,1999,282316.55299999996
1,2000,285488.591
1,2001,288386.9800000001
1,2002,291052.207
1,2003,293577.57999999996
1,2004,296104.75599999994
1,2005,298733.194
1,2006,301490.21100000007
1,2007,304331.8840000001
1,2008,307200.8
1,2009,310010.519
1,2010,312697.40300000005
1,2011,315249.70099999994
1,2012,317685.99100000004
1,2013,320009.699
1,2014,322232.19700000004
1,2015,324364.786
2,1700,9745.07747895441
2,1750,10691.100927888954
2,1800,11637.124376823502
2,1850,14863.683283560073
2,1900,24966.8505688085
2,1950,47724.687
2,1971,81947.585
2,1972,84305.55900000001
2,1973,86737.239
2,1974,89260.779
2,1975,91890.103
2,1976,94632.957
2,1977,97489.11
2,1978,100455.142
2,1979,103524.06
2,1980,106692.509
2,1981,109951.55
2,1982,113307.31
2,1983,116788.653
2,1984,120434.545
2,1985,124267.96399999999
2,1986,128312.519
2,1987,132548.202
2,1988,136901.894
2,1989,141272.733
2,1990,145593.085
2,1991,149830.285
2,1992,154018.957
2,1993,158241.314
2,1994,162615.658
2,1995,167226.896
2,1996,172103.933
2,1997,177219.86299999998
2,1998,182536.287
2,1999,187991.46600000001
2,2000,193540.372
2,2001,199178.595
2,2002,204923.046
2,2003,210775.505
2,2004,216741.89800000002
2,2005,222829.112
2,2006,229034.71899999998
2,2007,235363.087
2,2008,241837.032
2,2009,248486.34399999998
2,2010,255333.082
2,2011,262379.291
2,2012,269620.328
2,2013,277061.846
2,2014,284708.733
2,2015,292559.641
3,1700,9177.839361799352
3,1750,9872.186919404807
3,1800,10566.534477010262
3,1850,14072.486463021218
3,1900,22361.063120701583
3,1950,43053.80100000001
3,1971,74015.854
3,1972,75777.853
3,1973,77565.399
3,1974,79408.39
3,1975,81330.02
3,1976,83334.16799999999
3,1977,85419.374
3,1978,87596.346
3,1979,89876.376
3,1980,92265.12199999999
3,1981,94764.203
3,1982,97365.24799999999
3,1983,100050.16900000001
3,1984,102794.118
3,1985,105575.14
3,1986,108386.141
3,1987,111219.135
3,1988,114049.81300000001
3,1989,116849.723
3,1990,119597.221
3,1991,122281.914
3,1992,124903.01900000001
3,1993,127461.77
3,1994,129964.104
3,1995,132415.899
3,1996,134819.126
3,1997,137175.79
3,1998,139493.18600000002
3,1999,141780.532
3,2000,144047.834
3,2001,146304.307
3,2002,148560.487
3,2003,150830.129
3,2004,153128.678
3,2005,155471.754
3,2006,157859.784
3,2007,160304.491
3,2008,162845.312
3,2009,165531.488
3,2010,168395.26
3,2011,171449.519
3,2012,174676.561
3,2013,178038.65099999998
3,2014,181480.938
3,2015,184958.65499999997
4,1700,4940.3327618566755
4,1750,5457.2654402962135
4,1800,5974.198118735754
4,1850,4089.362578240599
4,1900,7698.934100855854
4,1950,28072.523
4,1971,46855.715
4,1972,48291.950000000004
4,1973,49818.132000000005
4,1974,51409.151
4,1975,53046.228
4,1976,54724.884
4,1977,56450.091
4,1978,58220.98100000001
4,1979,60038.786
4,1980,61904.339
4,1981,63815.083
4,1982,65769.343
4,1983,67769.59700000001
4,1984,69819.69
4,1985,71922.026
4,1986,74074.622
4,1987,76274.714
4,1988,78522.323
4,1989,80817.654
4,1990,83159.117
4,1991,85552.048
4,1992,87992.17599999999
4,1993,90456.934
4,1994,92916.433
4,1995,95351.841
4,1996,97757.33300000001
4,1997,100147.29400000001
4,1998,102548.529
4,1999,104998.86
4,2000,107528.903
4,2001,110149.30300000001
4,2002,112863.065
4,2003,115684.174
4,2004,118626.35399999999
4,2005,121700.836
4,2006,124914.63399999999
4,2007,128272.326
