# Future population calculated as final historical year (2010) population times ratio of SSP future years to SSP 2010
scenario,year,iso,value
SSP1,2016,swe,9852.988948051436
SSP1,2016,swz,1115.692746663972
SSP1,2016,syc,94.978
SSP1,2016,syr,18257.37552276114
SSP1,2016,tca,35.980999999999995
SSP1,2016,tcd,14448.229618394724
SSP1,2016,tgo,7450.6618264296885
SSP1,2016,tha,68979.76655370947
SSP1,2016,tjk,8507.33571121577
SSP1,2016,tkl,1.252
SSP1,2016,tkm,5610.528818435622
SSP1,2016,tls,1217.098958787622
SSP1,2016,ton,100.93784018142355
SSP1,2016,tto,1370.6860242659445
SSP1,2016,tun,11263.268423016298
SSP1,2016,tur,79179.59702015786
SSP1,2016,tuv,11.099
SSP1,2016,twn,23557.477000000003
SSP1,2016,tza,52641.662994317296
SSP1,2016,uga,39273.4612991157
SSP1,2016,ukr,44659.88304311778
SSP1,2016,ury,3412.284134697484
SSP1,2016,usa,323559.8430243848
SSP1,2016,uzb,31148.865402022966
SSP1,2016,vct,109.01261491834444
SSP1,2016,ven,30415.53763331849
SSP1,2016,vgb,29.152
SSP1,2016,vir,105.35492255504552
SSP1,2016,vnm,93371.40142279245
SSP1,2016,vut,275.8472523855701
SSP1,2016,wlf,12.266
SSP1,2016,wsm,193.44066326592804
SSP1,2016,yem,27161.332251832893
SSP1,2016,zaf,55875.475664883634
SSP1,2016,zmb,16240.605685110888
SSP1,2016,zwe,13860.761447776249
SSP1,2017,abw,106.72991796056397
SSP1,2017,afg,36042.24811544743
SSP1,2017,ago,29322.259423572847
SSP1,2017,aia,14.279
SSP1,2017,alb,2895.5481349259408
SSP1,2017,and,78.01100000000001
SSP1,2017,ant,200.689
SSP1,2017,are,9733.401918825904
SSP1,2017,arg,43559.92447951709
SSP1,2017,arm,2905.2646582369803
SSP1,2017,asm,55.812
SSP1,2017,atg,93.566
SSP1,2017,aus,24676.99459956624
SSP1,2017,aut,8745.992212870333
SSP1,2017,aze,9765.616139474276
SSP1,2017,bdi,10649.26231110194
SSP1,2017,bel,11411.054882076814
SSP1,2017,ben,11085.433214606523
SSP1,2017,bfa,18969.28816481862
SSP1,2017,bgd,159152.5311609663
SSP1,2017,bgr,7117.402750621752
SSP1,2017,bhr,1450.8906782363783
SSP1,2017,bhs,382.01750476063563
SSP1,2017,bih,3418.512805492455
SSP1,2017,blr,9365.761783002801
SSP1,2017,blz,369.3296003886056
SSP1,2017,bmu,63.69200000000001
SSP1,2017,bol,11082.640852352422
SSP1,2017,bra,206883.58578898874
SSP1,2017,brb,285.99101382722955
SSP1,2017,brn,425.01808967196496
SSP1,2017,btn,751.6059850741536
SSP1,2017,bwa,2162.947775776121
SSP1,2017,caf,4632.30315930222
SSP1,2017,can,36828.21051327905
SSP1,2017,che,8389.657038173527
SSP1,2017,chi,165.38500000000002
SSP1,2017,chl,18204.19956228094
SSP1,2017,chn,1411263.0626057112
SSP1,2017,civ,23794.119019151152
SSP1,2017,cmr,24048.997710299234
SSP1,2017,cod,79965.00601158696
SSP1,2017,cog,5053.08825916353
SSP1,2017,cok,17.586
SSP1,2017,col,48447.842597656854
SSP1,2017,com,798.5730467149091
SSP1,2017,cpv,529.2295714346651
SSP1,2017,cri,4956.427358981599
SSP1,2017,cub,11266.544689738821
SSP1,2017,cym,61.724000000000004
SSP1,2017,cyp,1187.428103431548
SSP1,2017,cze,10698.262860823024
SSP1,2017,deu,81826.75477478461
SSP1,2017,dji,941.2943488947793
SSP1,2017,dma,71.18299999999999
SSP1,2017,dnk,5747.474774370565
SSP1,2017,dom,10453.050771560163
SSP1,2017,dza,40610.68920386977
SSP1,2017,ecu,16529.08614454642
SSP1,2017,egy,94894.89642341525
SSP1,2017,eri,3505.0992874611934
SSP1,2017,esh,526.216
SSP1,2017,esp,47091.547580614955
SSP1,2017,est,1312.8178893485194
SSP1,2017,eth,104814.17260987939
SSP1,2017,fin,5538.358677376257
SSP1,2017,fji,873.5729354945457
SSP1,2017,flk,2.8339999999999996
SSP1,2017,fra,65279.06111656636
SSP1,2017,fro,48.050999999999995
SSP1,2017,fsm,108.99528401519774
SSP1,2017,gab,2002.6739567226064
SSP1,2017,gbr,66745.26989207737
SSP1,2017,geo,3971.3206258749906
SSP1,2017,gha,28832.059224403278
SSP1,2017,gib,33.736000000000004
SSP1,2017,gin,11731.014106283841
SSP1,2017,glp,403.03218525768415
SSP1,2017,gmb,2166.6772426547705
SSP1,2017,gnb,1788.377561159571
SSP1,2017,gnq,1221.8701498949788
SSP1,2017,grc,10666.160931794526
SSP1,2017,grd,109.55124961956507
SSP1,2017,grl,56.376999999999995
SSP1,2017,gtm,16722.252820178488
SSP1,2017,guf,270.33770083386713
SSP1,2017,gum,164.91939412364943
SSP1,2017,guy,768.869855254539
SSP1,2017,hkg,7292.4782121800345
SSP1,2017,hnd,9337.264055473084
SSP1,2017,hrv,4217.129413689046
SSP1,2017,hti,10874.498347009714
SSP1,2017,hun,9743.305930850694
SSP1,2017,idn,262011.09721741706
SSP1,2017,imn,83.23400000000001
SSP1,2017,ind,1335721.8947163597
SSP1,2017,irl,4761.1722925959175
SSP1,2017,irn,79830.44131898179
SSP1,2017,irq,37100.690355196595
SSP1,2017,isl,339.6115921819952
